word,phonemes,label
leka,start L EH K,AE
spauga,start S P AE,stop
óvandaður,start OH UW V AE N T,AE
vestra,start V EH S T,R
dýna,start T IH N AE,stop
áhersluatviksorð,start AE UW HH EH S T L AE,T
saumur,start S M R,stop
skeyti,start S EH IH T,IH
kæliskápur,start AE IH L IH S K AE,P
sannleikur,start S AE N,L
kyrkingur,start IH,IH
yfirtónn,start IH V IH R T OH,UW
fáviti,start F,AE
eiturlyf,start EH,IH
kontrapunktur,start,K
nógur,start N,OH
ellingsen,start EH L IH,NG
djúpur,start T Y UW,P
fylling,start F IH T L IH NG,K
vallarsveifgras,start V AE T L AE R S V EH,IH
ógnarúlfur,start OH UW K N AE R UW L V,R
húðsjúkdómafræði,start HH UW DH S Y UW K T OH UW M,AE
kátur,start K AE UW,T
klósettpappír,start K L OH UW S EH HH T P AE HH,P
fylki,start F IH,IH
fagottleikari,start,F
frjósemi,start F R Y OH UW S EH,M
ók,start,OH
kjarrsveifgras,start AE R S V EH IH V K R AE S,stop
braggi,start P R AE IH,stop
aðvörun,start AE DH V AE R,N
passa,start P AE S AE,stop
bor,start,P
grunnendurlífgun,start K R,N
sís,start,S
perla,start P EH R,T
árásarmaður,start AE UW R,AE
bugt,start P,T
tölvuleikur,start,T
hýdrat,start,IH
síma,start S,IH
skóglaus,start S K OH UW L,S
leyndó,start L,EH
ramba,start R AE M P AE,stop
nýsjálenskur,start N,IH
eilífð,start EH IH L IH,V
láfi,start,L
prófessor,start P R OH UW F EH,S
reka,start,R
djákni,start T Y AE UW,HH
sér,start S EH,R
einn,start EH IH,T
nagdýr,start N AE T IH,R
mýta,start M IH T AE,stop
kokkteill,start K AO HH,K
ges,start EH S,stop
sjötti,start S,Y
hyrna,start HH IH R T N AE,stop
aukatenging,start K AE T EH IH IH NG K,stop
efnafræði,start EH P N AE F R,AE
uppgerð,start,HH
mistilteinn,start M IH S T,IH
orrusta,start OH R S T,AE
poppa,start,P
miða,start,M
langbarðaland,start L AE UW NG,K
prútta,start P,R
greinilegur,start K R EH IH N IH L EH R,stop
negri,start,N
flekkur,start F L EH,HH
estragon,start EH S T,R
hamborgari,start HH AE M P AO R K AE,R
styrkur,start,S
senda,start,S
prettvísi,start P R EH HH T V IH,S
klara,start K L,AE
knattspyrnumaður,start,K
sagnbót,start S AE K N P,OH
ferstrendingur,start F EH S T R EH,N
ljósvaki,start L Y OH UW S V AE,IH
ljósbjalla,start L Y OH UW S P Y AE T L,AE
sannfæra,start S AE N F AE IH R,AE
átthyrningur,start AE UW HH T HH IH R T N IH,NG
borgarstjóri,start P AO R K AE R S,T
forsíða,start F AO S,IH
haf,start HH AE,V
bragliður,start P R AE L IH DH,R
dúkur,start T,UW
helgidagur,start HH EH L IH T AE,R
sólarljós,start,S
dissa,start,T
fjórði,start F,Y
hark,start HH AE,K
blessa,start P L EH S AE,stop
líka,start,L
auðnutittlingur,start,DH
sæta,start S AE,IH
sérstakur,start S Y EH S T AE K R,stop
bók,start P OH UW,K
snjallur,start S T N Y AE T,L
blindhæð,start P L IH,N
hallur,start HH AE T L R,stop
níð,start N,IH
ríbónúkleasi,start R IH P OH UW N,UW
bolti,start P AO T,IH
eldgos,start EH L T,K
stjörnuarfi,start S T Y AE R T N AE,R
brundur,start,P
límóna,start L IH M OH UW N,AE
dvergtungljurt,start T V EH R K T,UW
myndarlegur,start M IH,N
þvottur,start TH V AO HH T R,stop
kjarnavopn,start AE R T N AE V AO HH,P
tjarnastör,start T Y AE,R
rökhenda,start R AE K,HH
formæling,start,F
hampjurt,start HH AE,P
rjátl,start R Y AE UW,HH
orðstír,start AO R DH S T IH R,stop
dýjamosi,start T IH Y AE M AO,S
minningargripur,start M IH N IH NG K AE R K R IH,P
hryssingur,start IH S IH NG K R,stop
þyrnóttur,start TH IH R T,N
mýrelfting,start M IH R EH T IH,NG
börur,start P AE,R
putta,start P,HH
eftirmiðdagur,start EH F T IH,R
malasía,start M AE L,AE
hindartré,start HH IH N T AE R T R Y EH,stop
skógarsóley,start S K OH UW AE R S OH UW L EH IH,stop
járnbraut,start Y AE UW R,T
pissa,start P IH S AE,stop
danskur,start T AE N S,K
kyrkja,start,IH
brennisteinn,start P R EH N IH S T EH,IH
framburður,start F R,AE
dögg,start,T
flesk,start F,L
móðir,start M OH,UW
varpi,start V AE P,IH
hverflyndur,start K V EH R V L,IH
malajíska,start M AE L AE,IH
smiðja,start S M IH,DH
mislingar,start M IH S T L IH NG,K
iðngrein,start IH DH N K R,EH
norðurland,start N AO R DH R L AE N,T
hámark,start HH AE,UW
hending,start,HH
slanga,start,S
lundir,start L N T IH,R
p,start P Y,EH
himinn,start HH IH M IH N,stop
sólmyrkvi,start,S
rjúka,start,R
glæpamaður,start K L AE IH P AE M AE DH R,stop
garður,start K AE,R
svindlari,start S V,IH
baða,start,P
sitja,start S IH T Y AE,stop
védís,start V Y,EH
eplasafi,start EH HH P L,AE
tætari,start T AE IH T AE,R
teygjudýr,start T EH IH Y T IH,R
mannvirki,start,M
fyrirgera,start F IH R IH R EH R AE,stop
kúld,start K,UW
platónskur,start P,L
sjóða,start,S
frumvarp,start F R,M
afgangur,start AE V K,AE
vinna,start V,IH
kökkur,start K AE HH K R,stop
erfðamengi,start EH R,V
hali,start HH AE L,IH
guðjónína,start K V DH Y OH UW N IH N,AE
pynda,start P IH N,T
minkur,start,M
rauðvín,start R DH V IH,N
sólarljós,start S OH UW L AE,R
kyrrlæti,start IH R L,AE
mosasteinbrjótur,start M AO S AE S T EH IH N P R,Y
sitkagreni,start S IH,T
þróa,start TH,R
tó,start,T
jess,start Y,EH
hneisulegur,start EH IH S,L
breiddarleit,start P R EH IH,T
bæjasvala,start P AE IH Y AE S V,AE
lager,start L,AE
slóvakíska,start S,T
vögguvísa,start V AE K V IH,S
stuttermabolur,start S T HH T,EH
stroff,start S T R AO,F
más,start M AE UW,S
hryssingslegur,start IH S IH NG K,S
armenska,start AE R M EH N,S
þjóðverji,start TH Y OH UW DH V EH R Y,IH
strigi,start S T R,IH
snúður,start S,T
langnykra,start L AE UW,NG
dórískur,start,T
postullegur,start P AO S T L,L
fiskur,start F,IH
hættulegur,start HH AE IH,HH
danskur,start,T
tugabrot,start T AE P R AO,T
erkibiskup,start EH IH P,IH
tilvísunarfornafn,start T IH L V IH S N AE R,F
diskótek,start T IH S K OH UW T EH,K
fergin,start F EH R IH N,stop
rógur,start R OH UW R,stop
ölur,start AE L,R
heilabólga,start HH EH IH L AE P OH UW L,K
brautryðjandi,start P R T R IH DH Y AE,N
hráki,start,AE
túrbína,start T UW R P IH N,AE
þórshöfn,start TH OH UW S HH AE P,N
velkomandaminni,start V EH L K AO M AE N,T
sleipur,start,S
stika,start,S
mývatn,start M,IH
spila,start,S
sérhljóð,start S Y EH R,Y
frelsishetja,start F R EH L S IH S HH EH T,Y
viftureim,start,V
eista,start EH,IH
tékkland,start,T
stjórnvölur,start S T Y OH UW R T N V,AE
jagúar,start Y AE K UW AE,R
svekkja,start S V,EH
dys,start T,IH
tilfinning,start,T
hveiti,start,EH
lúta,start L UW T AE,stop
ofurþungur,start AO V R TH UW NG K R,stop
neitunarháttur,start N EH IH T N AE R HH AE,UW
bágur,start P AE UW,R
snjór,start S N Y OH UW R,stop
hvatur,start K V AE,T
álaborg,start AE,UW
própan,start P,R
síld,start S IH,L
grikkland,start K R IH,HH
vígður,start V IH DH,R
hvel,start K V EH L,stop
raun,start,R
rafeindasmásjá,start R AE V EH IH N T AE S,M
ferðataska,start F EH,R
vasahnífur,start V AE S AE IH V R,stop
hér,start EH,R
flokka,start F L AO,HH
hreindýrakjöt,start,EH
læknir,start L AE IH HH K N IH,R
meistaraverk,start,M
frjókorn,start F R,Y
sverrína,start S V,EH
silfur,start S IH L,V
veina,start V,EH
klisja,start K L IH,S
grænmeti,start K,R
kjóll,start,OH
herramaður,start HH EH,R
efnafræði,start EH P N AE F R AE IH,DH
bólstraberg,start P OH UW L S T R AE P EH R,K
stari,start S T AE R IH,stop
reykur,start R,EH
vís,start V IH,S
sem,start S EH,M
portúgali,start P AO T UW K AE,L
sykra,start S IH,K
meiða,start M EH,IH
meðstjórnendur,start M EH DH S T Y OH,UW
kynhvöt,start,IH
skúli,start S K UW L,IH
bakvörður,start P,AE
frost,start,F
ljúka,start L Y UW K AE,stop
strjálingur,start S T R Y AE UW L,IH
ávísun,start AE UW V IH S N,stop
þorri,start TH AO R IH,stop
viðtengingarháttur,start V IH T EH IH IH NG K AE R HH AE UW HH T,R
afklæða,start AE V K L AE IH,DH
sæmundína,start S AE IH M N T IH,N
brúðgumi,start P R UW DH K,M
töframaður,start T AE,V
fótur,start F,OH
ending,start,EH
ógn,start OH,UW
breiddarleit,start P R EH IH T AE R L,EH
djass,start T Y AE,S
duna,start T N AE,stop
málbein,start M AE UW L P EH IH N,stop
göldróttur,start K AE L T,R
ildi,start IH L T,IH
gotland,start K AO T L AE N,T
framsöguháttur,start F R AE M S AE HH AE UW HH T,R
lefsa,start L,EH
smjörhnífur,start S M Y AE R,IH
klæindi,start K L AE,IH
kona,start,K
trefill,start T R EH V,IH
þúbróðir,start,TH
minnismerki,start M IH N,IH
þel,start TH EH,L
vitlaus,start V IH HH T L S,stop
kornbretaland,start K AO,R
rauðgreni,start R DH K R EH N,IH
botnlangabólga,start P AO HH T N L AE UW NG K AE,P
samhaldssamur,start S AE M HH AE,L
boða,start P AO,DH
hyggja,start HH IH AE,stop
búðareigandi,start,P
hnot,start AO T,stop
frónskur,start F R OH UW N S K,R
blóðmaur,start P L OH UW DH,M
mannasiður,start M AE N AE,S
borð,start P,AO
járn,start Y AE UW T N,stop
lystarstol,start L IH S T AE,R
hökutoppur,start HH AE K T AO,HH
kviðslit,start K V IH DH S T L IH,T
tattú,start T AE HH,T
mauraæta,start M R AE,AE
bréf,start P R Y EH,V
flækingur,start F L AE IH IH NG K R,stop
stikla,start S T IH,HH
geirfugl,start EH IH,R
alvara,start AE,L
pílári,start P,IH
textavarp,start T EH S T AE V,AE
botnlanganám,start P AO HH T,N
rafpóstur,start R AE V P,OH
níð,start N IH DH,stop
siður,start S IH DH,R
skalla,start S K AE T,L
klettasalat,start K L EH HH T AE S AE L AE T,stop
bolur,start P AO,L
skafa,start S,K
hróarskelda,start OH,UW
bannfæring,start P AE N,F
knall,start K,N
auðmjúkur,start DH M Y,UW
hljóða,start Y OH UW DH AE,stop
reiða,start R EH IH,DH
ganga,start K,AE
traktor,start T R AE T AO R,stop
blása,start,P
garðrækt,start K AE,R
skelkaður,start S EH,K
rór,start R OH,UW
laginn,start L,AE
port,start,P
kára,start K AE,UW
bílaflutningabíll,start P IH L AE F L HH T N IH NG K AE P IH,T
rupla,start R HH P L,AE
okkarína,start,AO
rjómi,start R Y OH UW M IH,stop
foreldri,start F,AO
smyrill,start,S
einkavæðing,start EH IH NG K AE V AE IH DH IH,NG
vindverskur,start V IH N T V EH S,K
eyrnamergur,start,EH
litningur,start L IH HH T N IH NG K,R
kempa,start,EH
kóngsbiskup,start K OH UW NG K S,P
rindill,start R IH N,T
opnunartími,start AO HH P N N,AE
nægja,start N AE IH Y,AE
aðalfylking,start AE DH AE L F IH,IH
smjörlauf,start S M Y AE,R
sumar,start S,M
flaga,start F L,AE
viðja,start V IH DH,Y
hermd,start HH,EH
skuggi,start S K,IH
afsláttur,start AE F S T L AE UW,HH
steinselja,start S,T
fróðný,start F R OH UW DH N,IH
mandla,start M AE N T L AE,stop
mokka,start M AO HH,K
bæra,start,P
hór,start HH OH UW,R
þekja,start TH,EH
lunga,start L UW,NG
hrímblaðka,start IH M P L AE DH,K
kvíði,start K V IH DH IH,stop
kvendýr,start,K
snjótittlingur,start S N Y,OH
klókur,start K L OH UW,K
vallarsveifgras,start V AE T,L
bresta,start P R EH S,T
skála,start S K,AE
persónufornafn,start P EH S OH UW N F AO R,N
yfirdrepsskapur,start IH V IH R,T
óþekkur,start OH UW TH EH,HH
tónfræði,start T OH UW N F R AE,IH
efnasamband,start EH P N AE S,AE
forinta,start,F
dúfa,start T UW V AE,stop
sæla,start S AE IH,L
lúðalegur,start L UW DH AE,L
hólmur,start HH OH UW,L
rán,start R AE,UW
dísa,start,T
mýri,start M IH R IH,stop
dagblaðapappír,start T AE P L AE DH AE P AE HH P,IH
fresta,start F R EH,S
kíkir,start IH IH R,stop
æviágrip,start AE IH V IH AE UW K R IH,P
barmmerki,start P AE R M M EH IH,stop
fljót,start F L Y OH UW,T
kjánaskapur,start AE UW N,AE
ráp,start R AE UW P,stop
tjarnablaðka,start T Y AE R T N AE P L AE DH K AE,stop
eggjárn,start EH K Y AE UW,R
leysigeisli,start,L
skata,start S K AE T AE,stop
loforð,start L AO V,AO
les,start L EH,S
hásveifgras,start HH AE UW,S
regnkápa,start R EH K N K AE UW P,AE
tónleikar,start T,OH
jólaeyja,start,Y
mánajurt,start M AE UW N AE,Y
grand,start K R AE N,T
björgvin,start P Y AE R K V IH N,stop
tryggja,start T,R
forneskja,start F AO R T N EH,S
brómber,start P R OH,UW
tyrkjasól,start T,IH
gerði,start EH R DH IH,stop
áhyggja,start AE UW,HH
strikamerki,start S T R IH K AE M EH,IH
lögmaður,start L AE M AE DH R,stop
fat,start,F
adda,start,AE
tígur,start T,IH
galdrakerling,start K AE L T R AE,EH
of,start AO V,stop
smáorð,start S M AE,UW
obláta,start AO P L AE UW T AE,stop
dýrabúð,start T IH R AE P,UW
þúsundblaðarós,start TH UW S N T P L AE DH AE R,OH
járning,start Y AE UW R T N IH NG,K
knattspyrnuþjálfari,start,K
úthaf,start UW,T
könguló,start K NG K L OH,UW
gallblaðra,start K AE T L P L AE,DH
smiður,start,S
svíta,start S V IH T AE,stop
gráða,start K R AE UW DH,AE
kýr,start IH,R
júdea,start Y UW T EH,AE
milli,start M IH L IH,stop
hræðilegur,start AE IH DH IH L,EH
fælni,start F AE IH,L
beinagrind,start P EH IH N AE K R IH N T,stop
fylking,start F IH,IH
stækja,start S T AE IH AE,stop
reykur,start R EH,IH
tóm,start T,OH
þankastrik,start TH AE UW K AE S T,R
hólmganga,start HH OH UW L M K,AE
tvísykra,start T,V
móða,start,M
hliðarvasi,start IH DH AE R V AE S IH,stop
sifjarsóley,start S,IH
ekkjumaður,start EH HH M AE DH,R
ríkisfang,start R IH IH S F AE UW NG K,stop
snark,start S T N,AE
sjálfsmynd,start S Y AE UW,L
samkeppni,start S AE M EH HH,P
prússneskur,start,P
finsen,start F IH N S EH,N
mæla,start M AE IH L AE,stop
rið,start R IH DH,stop
bandaríkin,start P AE N T,AE
sljór,start S L Y OH UW R,stop
neyða,start N EH,IH
prettur,start P R EH HH T,R
innlendur,start IH N L EH,N
freyðivín,start F R EH IH DH IH V IH,N
töluverður,start T AE,L
afdrep,start AE V,T
íslenska,start IH S,L
freðinn,start F R EH DH IH N,stop
vídd,start V IH T,stop
kökuhnífur,start K,AE
stjúpmóðir,start,S
lyklabarn,start L IH HH K L,AE
framtíðarfræði,start,F
hættulegur,start HH AE IH HH T L,EH
leiftur,start L EH,IH
horvatn,start,HH
miður,start M IH,DH
einmanaleiki,start EH IH N M AE N AE,L
tvíbaka,start T V IH P AE,K
kragi,start,K
traktor,start T R AE T AO,R
þvarga,start TH V AE R,K
lungnaslagæð,start L UW NG K N AE S T L AE AE IH,DH
ísmoli,start IH S M AO,L
innkast,start,IH
horaður,start HH AO R AE DH R,stop
vökvi,start V AE,K
kukl,start K HH K,L
lemmun,start L EH M,N
hverflyndi,start K,V
ostakaka,start AO,S
byrkningur,start P IH,K
tannhvalur,start T,AE
georgína,start EH AO R IH N,AE
skima,start S IH M,AE
eyjaálfa,start,EH
markspyrna,start M AE,K
hárleggjastör,start,HH
vinkona,start V IH NG,K
rannsóknarstofa,start R AE N S OH UW HH K N AE R,S
sveipur,start S V EH IH P R,stop
língresi,start L IH N K R EH,S
skjór,start S OH UW R,stop
kvaka,start,K
hjalli,start AE,T
loforð,start L AO V AO R,DH
heimsvaldastefna,start HH EH IH M S V AE L T AE S,T
fjölskylda,start F,Y
armbandsúr,start AE R M P AE N T S,UW
drottningarriddari,start T R AO HH T N IH NG K AE R R IH T,AE
árni,start AE UW,R
þéttur,start TH Y EH,HH
flísatöng,start F L IH S AE,T
dótturdóttir,start T OH UW,HH
aristóteles,start AE R IH S T,OH
lára,start L AE,UW
efnajafna,start EH P N AE Y,AE
hjúfra,start UW,V
hjaltlandseyjar,start AE T L AE N T S EH IH,Y
kúlulega,start K UW L L EH AE,stop
vigdís,start,V
ansa,start,AE
sjálfsmynd,start S Y AE UW L V S M,IH
metfé,start M EH,T
toga,start T AO,AE
dýrka,start T IH K AE,stop
kapall,start K,AE
fleygur,start F L,EH
skriða,start S K R,IH
byrja,start P IH,R
alheimur,start AE,L
pólska,start P OH UW,L
frímúrari,start F R IH M UW R,AE
barti,start P AE,T
tjarnastör,start T Y AE R T N,AE
úrferðarfall,start UW F EH R DH AE R F AE T,L
hallur,start HH,AE
spanjóli,start S,P
hengja,start HH EH,IH
bifreið,start P IH V,R
stranda,start S T R,AE
viðskiptavinur,start V IH DH S K IH F T AE V IH N,R
dofi,start T,AO
sigmundína,start,S
fitusýra,start F,IH
dirfska,start T,IH
hansen,start HH AE N S EH,N
kantur,start K AE T,R
arabíska,start AE R AE P IH S,K
bátsferð,start P AE UW,T
snæri,start S T N AE IH R,IH
leikritaskáld,start L EH IH K R IH T AE S K AE,UW
þunglamalegur,start TH UW NG K L AE M,AE
breyta,start,P
höfn,start HH,AE
grímkell,start K,R
steypa,start S T EH IH,P
skelkaður,start S EH K AE,DH
undirbúningur,start N T IH R P UW,N
helluhraun,start,HH
eplabaka,start EH HH P L,AE
skeið,start,S
atarna,start AE T AE,R
samsæta,start S AE M S AE IH T,AE
atriði,start AE T R IH,DH
múli,start M UW L,IH
ljósmyndavél,start L Y OH UW S M IH N T AE,V
biskupsdæmi,start P IH S K P S T AE,IH
sveipur,start S V,EH
akurarfi,start,AE
naðurtunga,start N AE DH R T UW NG K,AE
efnisyfirlit,start,EH
albanska,start AE L,P
glæruvængur,start,K
óákveðinn,start OH UW AE UW K V EH DH,IH
tilgangsfall,start T IH L K AE UW NG K S F AE T L,stop
kalifornía,start K,AE
fjarski,start F Y AE,S
geirmundur,start EH IH R M,N
bjó,start P Y OH,UW
gjaldþrot,start AE L T TH R AO,T
eiga,start EH,IH
kvennabósi,start K V EH N AE,P
blekkja,start P L,EH
samviskusemi,start S AE M V IH S K S,EH
eyjafjallajökull,start EH IH Y AE F Y AE T,L
þylja,start,TH
handrit,start HH AE N T R IH T,stop
klara,start K L AE R,AE
þriðji,start TH,R
rasssæri,start R AE S S AE IH R,IH
eyjólfína,start EH IH Y,OH
tónleikar,start T OH UW N L EH IH K,AE
áhrifssögn,start AE UW IH F S S,AE
tannhvalur,start T AE N K V AE L,R
ungverska,start UW NG K V EH S K AE,stop
dafna,start T AE P N AE,stop
kuti,start K T,IH
afbrigðilegur,start AE V,P
liðþjálfi,start L IH,TH
frumefni,start F R,M
taugafræði,start,T
lakka,start L AE HH,K
lífsspursmál,start L IH F,S
fótleggur,start F OH UW T,L
gervigreind,start EH R,V
kör,start K AE,R
treyja,start T R EH IH Y,AE
lítt,start,L
fílsbein,start F IH L S P EH IH,N
ragnarök,start R AE K N,AE
hamstur,start HH AE M S T,R
eðlilega,start,EH
matseðill,start,M
bræðsla,start P R AE IH DH S,T
verndun,start V EH R N,T
nytsamur,start N IH,T
hryndi,start IH N T IH,stop
skeina,start S,EH
bursta,start P S,T
fastmæli,start F AE S,T
gervitunglamynd,start EH R,V
gráði,start K R AE UW,DH
drottningarriddari,start,T
þjófnaður,start TH Y OH UW P N AE DH,R
leikfélag,start L EH IH K F Y EH L AE,stop
ágóði,start AE UW K OH,UW
heimild,start HH EH IH,M
málari,start M AE,UW
kútur,start K,UW
stofnfélagi,start S T AO P N,F
munnharpa,start M N,HH
vonandi,start V AO N AE N T,IH
ísbjörn,start IH S P Y AE R,T
álftalaukur,start AE UW T AE,L
amerískur,start AE M EH R IH,S
pota,start P AO T,AE
ilskór,start IH L,S
heiti,start,HH
jiddíska,start Y IH T IH S,K
jörundína,start Y AE R N T,IH
úrferðarfall,start UW F EH R DH,AE
brauð,start P,R
léttmjólk,start L Y EH,HH
hjólastóll,start OH UW L AE,S
dvergtré,start T V EH R K,T
mæðgur,start M AE IH DH K,R
geil,start EH IH,L
jóhann,start Y OH UW HH AE,N
fáviti,start F AE UW,V
nauðsyn,start N DH S,IH
lífga,start L IH V,K
stjórnborði,start S T Y OH UW R,T
moskítófluga,start M AO S IH T OH UW F,L
fótleggur,start F OH UW,T
saumavél,start S M AE V Y,EH
barónett,start,P
rómur,start R OH UW M R,stop
treysta,start T R,EH
spýja,start,S
krakkaskömm,start K R,AE
starf,start S,T
háþrýstingur,start HH AE UW TH R IH,S
þrímynd,start TH R IH M,IH
skúfur,start S K UW,V
brúðgumi,start P,R
bogi,start,P
kommúna,start K AO M,UW
móberg,start M OH UW,P
kröggur,start K R,AE
glær,start,K
baldursbrá,start P,AE
fótbolti,start F OH UW T P AO,T
georgía,start EH AO R,IH
klauf,start,K
kúkur,start,K
birgir,start P IH R IH,R
grár,start K R,AE
hádegi,start HH AE UW T EH IH,Y
dútl,start T UW HH T,L
hrókur,start OH,UW
krúna,start K R UW N,AE
bón,start P OH,UW
bæ,start P AE IH,stop
kasheitur,start K AE S HH EH IH T,R
bitur,start P IH T,R
hornafall,start HH AO,R
háaloft,start HH AE UW AE L AO F,T
pylsa,start P IH L S AE,stop
statistík,start S T AE T IH S T IH K,stop
ferstrendingur,start,F
gorma,start,K
prentsmiðja,start P R EH T,S
ljóseind,start L Y OH UW S EH IH N,T
árás,start AE UW,R
afmælisdagur,start AE V M AE IH L,IH
togi,start T,AO
leka,start L,EH
indverskur,start IH,N
skoskur,start,S
adamsepli,start AE D AE M S EH HH P L,IH
án,start,AE
tékkland,start T Y EH HH K,L
ísland,start IH S T L AE,N
andheiti,start AE N T HH EH,IH
kertastjaki,start EH T AE S T Y AE IH,stop
miðja,start M IH DH,Y
tjákn,start T Y AE,UW
greinir,start K R EH IH N IH,R
fróa,start F R OH UW AE,stop
huglaus,start HH,L
lagður,start L AE DH R,stop
ark,start,AE
sífellt,start S,IH
skriða,start S K R IH,DH
fleirtala,start,F
forsíða,start F AO S IH,DH
blogga,start P L AO K,AE
unglingur,start UW NG K L IH NG K R,stop
rif,start R IH V,stop
leiðrétting,start L EH IH DH R,Y
