word,phonemes,label
mauricijus,start M AE UW R IH Y UW,S
sudelovati,start,S
zaliha,start Z L,IH
figurativno,start F G UW R AE T,IH
sinkronija,start S IH N K R N IH Y,AE
kravljak,start K R AE,K
zacelo,start Z EH,L
nezaposlenost,start,N
krošto,start K R,SH
federalistički,start F EH D EH R AE L S,T
zarađivati,start Z,AE
nezdrav,start N Z D,R
raznosački,start R AE Z N S AE T SH K IH,stop
arija,start R,IH
populistički,start P OH P UW L S T,IH
izgradnja,start IH Z G R D AE,stop
prigušiti,start P R IH G SH IH,T
lokomotiva,start L OH K OH M OH,T
potkovati,start P OH T K AE T IH,stop
pobesniti,start P OH,B
obavijestiti,start,OH
homoseksualan,start M OH S EH K,S
magnetizam,start M AE G,N
populistički,start P OH P UW L,S
rumunija,start,R
mračno,start M R CH N,OH
prosečno,start P,R
nepovjerljiv,start N EH P OH Y,R
duvati,start,D
meteorološki,start M EH T EH,OH
fizioterapeutski,start F IH Z IH OH T EH R AE P UW T,S
šumarak,start SH UW,M
potom,start P T OH,M
republikanka,start R EH P UW B L K AE N K AE,stop
podsmijeh,start P D S M,IH
štaubzauger,start SH T UW,B
agrotehnički,start AE G R,OH
patlidžan,start P,AE
iznenađen,start IH Z N N,AE
decigram,start D IH G,R
medvjeđi,start M D,Y
svakidašnjica,start S K IH D AE,SH
ublažavati,start UW B L AE ZH AE T IH,stop
pi,start,P
štipati,start SH,T
sporazumeti,start S,P
materijalistički,start M AE T,EH
srdašce,start S R D,AE
pešačiti,start P,EH
relevantan,start R EH,L
kompleksnost,start K M P L EH K S,N
garbagologija,start G AE R B AE G OH,L
besmislenost,start B,S
dovoziti,start D,OH
štihproba,start SH T P R,OH
izmjerljiv,start IH Z M Y R IH,stop
teoretski,start T EH R,EH
odeliti,start OH D L IH T IH,stop
grst,start G R S,T
anatemizirati,start AE N AE T EH M,IH
identifikacija,start IH D EH,N
ravnoteža,start R AE N OH,T
razočarati,start R AE,Z
adjektiv,start D Y EH K T IH,stop
fluorescentan,start F L UW OH R EH S N T AE N,stop
galantan,start G AE L N,T
kada,start K D,AE
nakaniti,start N AE K N IH T,IH
iračanin,start IH,R
šnelcug,start SH N,L
otprilike,start,OH
jednook,start Y EH,D
jogunast,start Y,G
vještački,start Y SH T AE T SH K IH,stop
dječji,start,D
pramen,start P R M,EH
vjerenik,start Y R EH N IH K,stop
škoditi,start SH K D,IH
totalitarizam,start,T
strahotan,start S T R OH T AE N,stop
maliciozan,start M L IH IH,OH
mletački,start M L T AE CH K IH,stop
vjeverica,start Y,EH
sram,start,S
štender,start SH,T
planina,start P L AE N N,AE
kresnica,start K R,S
eliptičan,start,EH
zabušantski,start Z,AE
tajnovitost,start T AE Y N IH T,OH
inventivan,start N EH,N
nerazgovijetan,start,N
erudicija,start,EH
erotski,start R OH T,S
čovekoljubiv,start CH OH EH K OH B,IH
pristupati,start P R IH,S
delokrug,start D L OH K R UW G,stop
teta,start T T,AE
dobavljač,start D OH B AE CH,stop
osećajnost,start OH S EH Y N,OH
zagristi,start Z,G
košarica,start K SH AE R IH AE,stop
lokomotiva,start L,OH
luksemburški,start L K S EH M B UW R SH,K
kreta,start K R T,AE
skroz,start,S
špicbart,start,SH
savjetodavac,start S AE Y EH T OH D AE,stop
jargovani,start Y AE,R
telekomunikacija,start T,EH
nenavidjeti,start N EH N IH D Y,EH
primedba,start P R M EH D B,AE
bankina,start B AE N K N,AE
nostalgičar,start N OH S T L G IH CH,AE
sašiti,start S SH IH T,IH
ispitivač,start IH S P IH T AE CH,stop
razvojni,start R Z,OH
ponadati,start P,OH
olakšica,start L AE K SH IH,AE
problematičan,start P R OH B,L
štedljiv,start SH,T
kondenzator,start K OH N D N Z AE T,OH
tutorstvo,start,T
krivudati,start K R IH D AE,T
svirački,start S R AE,T
konvencionalno,start K N EH N IH OH N AE,L
emocija,start,EH
odazivati,start OH D AE Z AE T,IH
sablažnjivost,start S AE B,L
punoletan,start P N OH L EH,T
pomagač,start,P
besposličarski,start B S P OH,S
raznijeti,start R Z N IH Y EH T,IH
izmisliti,start Z M,IH
vlažiti,start L ZH,IH
reminiscirati,start R EH M IH N IH S R,AE
ispravljati,start S P R,AE
ponestajati,start P OH N S T AE Y,AE
ruksak,start,R
princip,start,P
izobličavati,start,IH
čip,start CH,P
popularno,start P P UW L AE,R
šnaucer,start SH,N
stvorenje,start S T OH R,EH
patnja,start P T AE,stop
aneksionist,start AE N EH K S,IH
razmotati,start R AE Z M T AE T IH,stop
ćutati,start T AE,T
veslačica,start EH,S
birokratski,start,B
brezničanin,start B R Z N IH CH,AE
uočavati,start UW OH CH AE T,IH
zasigurno,start Z S IH G,UW
sociološki,start S OH T,S
orangutanski,start,OH
alergološki,start AE L,EH
zapisivati,start Z,AE
pametnjaković,start P AE M EH,T
sajmište,start S Y M IH,SH
brauzer,start B,R
banalnost,start B AE N L N OH,S
plural,start P L,R
zaokružiti,start Z AE OH K R ZH IH,T
diploidan,start D P L OH IH D,AE
podmornički,start P D M OH,R
tumač,start T M AE,CH
nametnuti,start N M EH T N UW T,IH
obezglavljivati,start OH,B
neiscrpljiv,start N EH IH,S
dešnjakinja,start D EH SH K IH,AE
neosetljivo,start N EH,OH
gore,start G R EH,stop
zbrinjavati,start Z B R IH AE,T
presahnjivati,start P R EH S AE,AE
hedonist,start,EH
krivica,start K,R
sinoniman,start S IH N N,IH
impulsan,start M,P
anglosaksonac,start AE NG G L OH S AE K S N AE,stop
jeknuti,start Y K N UW T IH,stop
istoznačnica,start IH S T Z N AE CH N IH AE,stop
razbistriti,start R AE Z B S T R IH,T
rašpa,start R SH P,AE
odeljivati,start OH D EH,AE
pedagoški,start P EH D G OH SH,K
nezaboravljiv,start N,EH
ukrštavati,start UW K R SH T,AE
kotoriba,start,K
tunižanin,start T UW N ZH AE,N
slonovski,start S L N,OH
pregovarački,start P R EH G OH R,AE
klisura,start K L S UW,R
obaveštenost,start OH,B
zablokirati,start Z AE B L OH,K
uveličati,start UW EH L CH AE,T
karipski,start,K
nepristranost,start N EH P R S T R AE N OH S T,stop
sleng,start S L N G,stop
mošnja,start M,SH
dojdek,start D Y D EH K,stop
šljunak,start,SH
anatolija,start,AE
šal,start SH L,stop
kardinal,start K AE R,D
inteligencija,start IH N T EH L IH G N IH Y,AE
hmelj,start,M
arhitektura,start AE R IH T EH K T R AE,stop
spoznavati,start S P,OH
trohej,start T,R
pešačiti,start,P
cjepnuti,start Y P N UW,T
neprimjetno,start N P R IH M Y EH T,N
skupocjen,start S K UW P Y EH,N
upropašćivati,start UW P R OH P AE,SH
sprečavati,start S P R EH CH AE,T
izbor,start Z B OH R,stop
državljanstvo,start D,ZH
konzervativan,start K N Z,EH
primjerno,start P,R
fotomontaža,start F,OH
ukazati,start UW K Z AE T,IH
dvanaestoro,start D N,AE
algologija,start AE,L
bezdušan,start B Z D,UW
hercegovački,start R T S EH G,OH
objektivnost,start OH B,Y
zaman,start Z M AE,N
dubiti,start D,B
saseći,start,S
delomično,start D L IH M IH CH,N
zrcaliti,start Z AE L IH T IH,stop
ugor,start G OH R,stop
plemenit,start P L M EH N,IH
valjati,start,AE
saprati,start S P R AE T,IH
mjehur,start M Y,UW
kestenjast,start,K
privoditi,start P R IH D IH T,IH
bejzbol,start B Y Z B,OH
čuperak,start CH UW P R AE,K
šoder,start SH D EH R,stop
raskućiti,start R S K UW IH T IH,stop
civiliziran,start IH,IH
pretičak,start P R T IH CH,AE
kozmologija,start K,OH
fašist,start F SH IH S T,stop
liptati,start L,P
afereza,start AE F R EH,Z
abrazivan,start B R AE Z,IH
čitak,start CH T AE,K
dozvati,start D Z AE T IH,stop
križarica,start K R IH ZH R,IH
zadrugarski,start Z D R,UW
osećajan,start S EH AE,Y
zgrušavati,start Z G R,UW
brijati,start B R Y,AE
pržiti,start P R,ZH
hercegovački,start R T S EH G OH AE T SH K IH,stop
malezija,start M L EH Z,IH
trezor,start T R Z OH R,stop
bubrežnjak,start B,B
marke,start M R K EH,stop
menedžer,start M N EH,JH
bezgranično,start B Z G R AE N IH CH,N
skeptično,start S K P,T
prvijenac,start P,R
zaposliti,start,Z
simultanost,start S M UW L T AE N OH,S
afirmativan,start F IH R,M
sedamdeseti,start S EH D AE M D S EH,T
zavodnik,start Z OH D,N
incest,start N,EH
mještanin,start M Y SH T,AE
faličan,start F L IH CH AE,N
upaljivati,start UW,P
draž,start D R ZH,stop
plužni,start P L,ZH
bjeloruski,start B Y L OH R UW S,K
carinik,start R IH N IH,K
dotrčavati,start D OH,T
umesto,start M,EH
pretrpjeti,start P R EH T P Y EH T IH,stop
neprimetan,start N P R IH M EH T AE,N
skrovit,start S K R,IH
zarudeti,start Z AE R,D
neukusno,start N UW K UW,S
spisatelj,start S P S AE T,EH
gušter,start G SH T EH,R
bahrein,start B R EH IH,N
obadvojica,start OH B AE D Y IH AE,stop
arabeska,start AE R B,EH
racionalistički,start R AE,IH
licemerno,start L EH M EH R N,OH
nastanak,start N S T AE,N
sopran,start S P R AE N,stop
imobilizacija,start IH M OH B IH L,IH
prolaziti,start,P
pjenez,start P Y N,EH
odgovarati,start OH D G,OH
nagrditi,start N AE G D IH T IH,stop
materijalistički,start M AE T EH R IH Y AE L S T IH,T
medvedica,start M D,EH
pijano,start P,Y
izaslanstvo,start IH Z AE S L N S T,OH
kut,start K,T
neiscrpljiv,start,N
poblijedjeti,start P OH B L,IH
otporan,start,T
crnogorica,start R N OH G R,IH
kreketati,start K R,EH
tuda,start T D,AE
smicati,start S,M
jabukovača,start Y B UW K OH AE CH AE,stop
brižljivost,start B R ZH IH OH S,T
prezalogajiti,start P R EH Z AE L OH G Y IH T,IH
nezreo,start N Z R EH,OH
teg,start T G,stop
oživljavati,start OH ZH IH AE T IH,stop
jarak,start Y R AE K,stop
amer,start,M
prepisivati,start P R EH P IH S AE T IH,stop
nesnosan,start N S N OH S AE,N
početni,start P CH EH T,N
rascijepati,start,R
fluor,start F L R,stop
gingivitis,start G IH N G IH,T
aparatčik,start,AE
veseo,start S EH,OH
gdaj,start G D AE Y,stop
takmičarski,start T,K
prisan,start P R,S
konstelacija,start K OH N S T EH L IH Y,AE
očigledan,start CH IH G L EH D AE,N
popržiti,start P P R ZH IH,T
kurvanje,start K R AE EH,stop
žalost,start ZH,L
poslužiti,start P OH,S
mnogostrukost,start M N OH G,S
tomislav,start T,M
saditi,start,S
mušterija,start,M
šnirati,start,SH
rabin,start R B,IH
pročitati,start P R OH CH T AE,T
vesalce,start EH S L,EH
odsutan,start D,S
okultan,start K,UW
prijestup,start P R Y S T,UW
hladnoratovski,start L,AE
prilikom,start P R L IH K OH,M
šetački,start SH T AE CH K IH,stop
utruditi,start UW T R D IH,T
kuče,start K CH,EH
obiman,start B IH M,AE
pripev,start,P
euforično,start EH UW F R IH CH,N
oltar,start L T AE,R
bezdušan,start B Z D UW SH,AE
telefonirati,start T EH L EH F,OH
anđelčić,start,AE
himbenost,start M B,EH
speleološki,start S P EH L,EH
krdžalija,start K,R
bijedan,start B IH Y,D
razbiti,start R Z B,IH
nesuglasica,start N EH S G L,AE
djetinji,start D Y T IH IH,stop
prisetiti,start P R S EH T IH T IH,stop
označiti,start OH Z,N
zakočiti,start Z AE K CH IH T IH,stop
raščlaniti,start R SH CH L AE N,IH
polagati,start P OH L,G
fratricid,start F,R
aluminij,start AE L M IH,N
janjičar,start Y IH CH AE,R
okrug,start K R UW,G
izlečivost,start IH Z L,CH
neumereno,start N EH M,EH
ostvarivati,start OH,S
prigodan,start,P
oglobiti,start OH G L B IH,T
paleozoik,start,P
njujorčanin,start Y OH,R
nikola,start N,K
glasiti,start G L,S
namenjivati,start N AE M,EH
neman,start N M AE N,stop
žbukati,start ZH B K AE T,IH
bubanj,start B B,AE
pivski,start P,S
rukometašica,start R,UW
hazena,start AE,Z
štiklec,start SH T K,L
treperiti,start T R EH P R IH T,IH
neizbježan,start N,IH
brada,start B R D AE,stop
tipograf,start T IH P G R AE F,stop
oslanjati,start S,L
zacarivati,start Z AE AE R AE,T
heterogen,start T EH R,OH
informatičar,start IH N F OH R M T IH CH AE,R
između,start Z M EH UW,stop
mandula,start M N D,UW
direktor,start D R EH K T,OH
kriptotehnofobija,start,K
rječitost,start R Y CH IH,T
čudesnost,start CH D,EH
stidljivo,start S T D IH,OH
zajednički,start Z Y EH D N IH T SH K,IH
analgetički,start AE,N
verovatno,start R OH AE T N,OH
dostava,start D S T AE AE,stop
rezolucija,start R EH Z,OH
maramica,start,M
materijalno,start M T EH R IH Y AE,L
štetan,start SH T T AE,N
finansijski,start F IH N N S IH Y S K IH,stop
islamizacija,start IH S L AE M IH Z IH Y,AE
čistilac,start CH S T IH L,AE
monizam,start M OH,N
rožnatost,start R ZH N,AE
belgijanac,start B EH L G IH Y N AE,stop
krkavina,start K K AE IH,N
useliti,start UW S L IH T,IH
asistent,start,AE
šekspirijanski,start SH EH K S P IH R Y AE N S,K
demokratski,start D EH M K R AE T S K,IH
anamneza,start,AE
samouvjeren,start S,AE
najamnik,start,N
zaseban,start Z,S
nečovječnost,start N CH,OH
đerdan,start R D,AE
slušateljstvo,start S L UW SH AE T S T OH,stop
toskijski,start,T
pomodan,start P M,OH
snažan,start,S
azijatski,start AE Z Y AE T S K IH,stop
objekt,start B,Y
pijetao,start P,Y
samouvjereno,start S AE,M
keramika,start K EH,R
rezbariti,start R EH Z B R IH,T
pokretan,start P K R EH T AE N,stop
zabliještiti,start Z AE B L IH Y SH T IH T,IH
opširan,start,P
otmen,start T M EH N,stop
ferplej,start F R P L EH Y,stop
etimološki,start EH T IH M L OH,SH
nepoštenje,start N EH P OH SH,T
odbacivati,start OH D B AE,AE
obelodaniti,start OH B EH L OH,D
priopćiti,start P R,IH
samokritički,start S AE M OH K R T IH,CH
blagoslovljen,start B,L
snimak,start S N M AE K,stop
batlija,start,B
bezuspeh,start B Z UW S P EH,stop
štekat,start SH T K AE T,stop
postati,start P S,T
francuz,start F R N,UW
učinkovit,start UW CH,IH
celokupan,start EH L K UW P,AE
astronomija,start AE S,T
prezreti,start,P
aerografija,start AE EH R OH,G
neefikasan,start N EH F,IH
direktorijum,start D IH R K T OH R IH Y UW M,stop
konotacija,start K OH N OH T IH,Y
množiti,start M,N
zapaziti,start Z P AE Z IH,T
glavica,start G L IH,AE
izobrazba,start,Z
muktaš,start,M
nikaragvanski,start N IH,K
mitolog,start M IH,T
akamoli,start AE K M,OH
tur,start,T
sabijač,start S AE,B
presvlačiti,start,P
stojećke,start S T Y,EH
digresija,start D IH,G
utrkivati,start UW T R K AE T,IH
dužnik,start D,ZH
usredotočiti,start UW S,R
jezovito,start Y EH Z IH T,OH
naviknuti,start N IH K N UW T,IH
nepozvan,start N P OH Z,AE
ukoravati,start UW K OH,R
adrenalin,start AE D R EH N L IH,N
śeme,start EH M EH,stop
brokula,start B R K UW,L
stanka,start S T N K,AE
kozarački,start K Z,AE
priklanjati,start P R K L AE AE T IH,stop
zabrljati,start Z AE B,AE
muktaš,start M K,T
kmet,start K M T,stop
kukavica,start,K
fenički,start F N IH CH K,IH
lihvar,start,L
impertinentno,start IH M P EH R T IH N N T N,OH
sakralizacija,start S AE,K
leptirić,start L EH,P
neizbježno,start N IH Z B Y EH ZH N,OH
sirena,start,S
ravnateljica,start R AE N AE T IH,AE
pijandura,start P IH Y,N
diskusija,start D S,K
centurion,start EH N T UW,R
otočje,start T OH,CH
financijski,start F IH N N T S IH Y S K,IH
pijanistica,start,P
promeškoljiti,start P R,OH
odnositi,start OH D,N
parataksa,start,P
preraspodijeliti,start P,R
bitanga,start B T,AE
zločinski,start Z L CH,IH
če,start,T
pošten,start P SH,T
glorificirati,start G L,OH
obavijestiti,start OH B AE,IH
zastrašiti,start Z S T R AE,SH
dopisnik,start D P IH S N IH,K
austrijanac,start AE UW S T R,IH
efemernost,start EH F,EH
neprevodivost,start N EH P,R
gospodar,start G OH S P,D
listopadski,start L S T OH P AE D S K,IH
anatemizirati,start AE N AE T EH M IH Z R,AE
skloniti,start S,K
ludeti,start L D EH T IH,stop
razjediniti,start R AE Z Y EH D N IH T,IH
istarski,start S T AE R S,K
pokazati,start P OH K Z AE T IH,stop
kupati,start,K
regulirati,start R EH G UW L R AE T IH,stop
podsmeh,start P D,S
rupičav,start,R
zaliha,start Z,L
islamizacija,start IH S L AE M IH Z IH Y AE,stop
nadati,start N D,AE
teutonski,start T UW T OH,N
smislen,start,S
aproksimirati,start AE P,R
zloglasnik,start,Z
fruktoza,start,F
hadron,start,D
aber,start B EH,R
veštica,start SH T,IH
čestito,start CH S T,IH
obratiti,start,OH
milion,start,M
oprati,start P,R
ponavljati,start P,OH
izdaleka,start IH Z D,AE
pobuniti,start P OH B N IH T IH,stop
različitost,start R Z L IH,CH
ambigvitet,start AE M B IH G T EH,T
prestrašiti,start P R S T R AE SH IH,T
diplomacija,start D IH P L OH M IH Y AE,stop
ukazati,start UW,K
porok,start,P
podbosti,start P,D
uskratiti,start UW S K R T IH,T
inflacijski,start IH N F L T S IH Y S K,IH
island,start S L AE N,D
neljudski,start N UW D S K IH,stop
mjestarina,start M Y EH S T R,IH
kostimografski,start K OH S T IH M G R,AE
ploha,start P L,AE
prevagnuti,start,P
melioracija,start M EH L IH OH R,IH
aprioran,start P R IH OH,R
disjunkcija,start D IH S,Y
avangardni,start AE N G,AE
djetešce,start D Y,T
zadaviti,start Z,AE
lediti,start L,D
sinteza,start S IH N T,Z
inventivno,start N EH N T,IH
makedonski,start M AE K,D
izobličavati,start IH Z,OH
šmuk,start SH M,K
prognozirati,start P R OH G N OH Z R AE T,IH
zadah,start Z,D
provaliti,start P R OH L IH,T
mesečni,start M S EH,CH
štrik,start SH T R K,stop
parazitski,start P AE,R
ispletati,start S P L EH,T
inspiracija,start IH N S P IH R IH Y AE,stop
dotični,start D,T
zadruga,start Z,D
privatizacija,start P R,IH
prelomiti,start P R EH L M IH T,IH
činovnik,start CH,IH
predvidljiv,start P R EH D D,IH
jenjavati,start Y EH AE T IH,stop
nagore,start N G,OH
pleso,start P L S OH,stop
dejstvovati,start D,Y
otpustiti,start OH T P S T,IH
albinizam,start AE L B IH N,Z
kanal,start K,N
naslijediti,start N AE,S
probaviti,start P R B AE IH T,IH
ustupati,start UW S T P AE,T
autsajderski,start AE UW T S Y D EH R S K,IH
pretraživati,start P R EH T R AE ZH AE T,IH
aerodinamika,start AE EH R OH D,IH
prirodoslovje,start P R IH R OH D OH S L,OH
suicid,start,S
mešavina,start,M
kontrarevolucija,start K OH N T R,AE
kompresor,start K M,P
netočan,start N T,OH
ginekološki,start,G
flamanski,start F,L
komunicirati,start K OH M UW N,IH
tajvan,start T Y,AE
slušalica,start S L SH,AE
teist,start T IH S,T
iluminacija,start IH L UW M,IH
svojevremeno,start S,Y
narednica,start,N
janjeći,start Y EH IH,stop
krezubost,start K R Z UW B,OH
nadletjeti,start N AE,D
nerješivost,start,N
historiografija,start IH S T OH,R
senat,start S,N
samoglasnički,start S M OH G L AE S N IH CH,K
neuropsihofarmakologija,start N EH UW R OH P S IH OH F AE R M,AE
zboj,start Z B Y,stop
pesnik,start,P
osjetan,start S Y EH,T
mjesečar,start M,Y
ratnica,start,R
primijetiti,start,P
plesniv,start,P
gajba,start G Y B AE,stop
gusar,start G,S
preokret,start P R OH K,R
berlinac,start B EH R L,N
tritagonist,start T R IH T AE G N IH S T,stop
pozirati,start,P
trećina,start,T
plebejac,start P L EH B Y,AE
habati,start B,AE
krošnjast,start K R SH AE S T,stop
hipohondričan,start IH P,OH
anektirati,start AE N EH K T R AE,T
pobeljivati,start,P
verizam,start EH R Z AE,M
podmorski,start P D M OH R,S
maser,start M S,EH
iskren,start S K R,EH
siromašan,start S IH R M,AE
blebetuša,start B L EH B,T
pregovarački,start P R EH G OH R AE T SH,K
azbest,start Z B EH S T,stop
maloletan,start M L OH L,EH
punokrvan,start,P
školovanje,start SH K L OH AE,EH
unaprijed,start N,AE
blagonaklonost,start B L AE G OH N,K
gnosticizam,start G N OH S,T
ritualno,start R T UW AE L N OH,stop
komplikacija,start K OH,M
prigovarač,start P R IH G OH R AE,CH
ustvrđivati,start UW S T R AE T IH,stop
nesvakidašnji,start N EH,S
laboratorijski,start L AE B OH R T OH R,IH
lepilo,start,L
čeno,start,CH
čovjekoljubiv,start CH OH Y EH K,OH
povećavati,start P,OH
patogen,start P,T
cio,start OH,stop
iznenadan,start Z N EH N AE D AE N,stop
zločin,start Z,L
budući,start B D UW T IH,stop
palačinka,start P AE L AE CH,NG
etruščanski,start EH T R SH CH AE N S,K
sabijati,start S AE,B
kopulacija,start,K
konobarica,start K OH N OH B,R
argumentirano,start AE R,G
ekstravagantno,start EH K S T R,AE
nedopustiv,start N EH D OH P S T,IH
argat,start R G,AE
kostrešiti,start K OH S T,R
beznačajnost,start B EH Z N AE CH Y N OH S T,stop
svojevoljan,start S Y EH,OH
adorirati,start AE D OH R,R
bratoubilački,start B,R
sladorača,start S L AE D R AE CH AE,stop
direktorica,start D IH,R
obaveštajac,start OH,B
novak,start,N
taktički,start T K,T
celuloid,start EH L UW L,IH
dobaciti,start D OH B IH T,IH
telegram,start T L EH G R,AE
jaltski,start Y L T S,K
šimfati,start SH M,F
razmeniti,start R AE,Z
urotiti,start UW R T,IH
podešavati,start P OH D EH SH AE T,IH
nepismeno,start N P IH S,M
