word,ipa,ARPAbet
amoralnost,a m o r ǎː l n oː s t,AE M OH R L N OH S T
amorfan,ǎ m o r f a n,M OH R F AE N
amorfno,ǎ m o r f n o,M OH R F N OH
amortizacija,a m o r t i z ǎː t͡s i j a,AE M OH R T IH Z IH Y AE
amortizacijski,a m o r t i z ǎː t͡s iː j s k iː,AE M OH R T IH Z IH Y S K IH
ampak,a m p a k,AE M P AE K
amplifikacija,a m p l i f i k ǎː t͡s i j a,AE M P L IH F IH K IH Y AE
amplituda,a m p l i t ǔː d a,AE M P L IH T D AE
amputacija,a m p u t ǎː t͡s i j a,AE M P UW T IH Y AE
amputirati,a m p u t ǐː r a t i,AE M P UW T R AE T IH
amsterdam,ǎ m s t e r d a m,M S T EH R D AE M
amsterdamski,ǎ m s t e r d a m s k iː,M S T EH R D AE M S K IH
amulet,a m ǔ l e t,AE M L EH T
ana,â n a,N AE
ana,ǎː n a,N AE
anabaza,a n a b ǎː z a,AE N AE B Z AE
anabolik,a n a b ǒ l i k,AE N AE B L IH K
anabolizam,a n a b o l ǐ z a m,AE N AE B OH L Z AE M
anadiploza,a n a d i p l ǒː z a,AE N AE D IH P L Z AE
anadolija,a n a d ǒː l i j a,AE N AE D L IH Y AE
anaeroban,ǎ n a e r o b a n,N AE EH R OH B AE N
anagram,a n ǎ ɡ r a m,AE N G R AE M
anahronizam,a n a x r o n ǐ z a m,AE N AE R OH N Z AE M
anakronističan,a n a k r o n ǐ s t i t͡ʃ a n,AE N AE K R OH N S T IH CH AE N
anakronizam,a n a k r o n ǐ z a m,AE N AE K R OH N Z AE M
anakroničan,a n a k r ǒ n i t͡ʃ a n,AE N AE K R N IH CH AE N
analeptik,a n a l ě p t i k,AE N AE L P T IH K
analfabet,a n a l f ǎ b eː t,AE N AE L F B EH T
analfabetizam,a n a l f a b e t ǐ z a m,AE N AE L F AE B EH T Z AE M
analfabetski,a n a l f ǎ b e t s k i,AE N AE L F B EH T S K IH
analfabetski,a n a l f ǎ b e t s k iː,AE N AE L F B EH T S K IH
analgetički,a n a l ɡ ě t i t͡ʃ k i,AE N AE L G T IH CH K IH
analgetički,a n a l ɡ ě t i t͡ʃ k iː,AE N AE L G T IH CH K IH
analgezija,a n ǎ l ɡ eː z i j a,AE N L G EH Z IH Y AE
anali,a n ǎː l i,AE N L IH
analitičan,a n a l ǐ t i t͡ʃ a n,AE N AE L T IH CH AE N
analitičar,a n a l ǐ t i t͡ʃ aː r,AE N AE L T IH CH AE R
analiza,a n a l ǐː z a,AE N AE L Z AE
analizator,a n a l ǐ z aː t o r,AE N AE L Z AE T OH R
analizirati,a n a l i z ǐː r a t i,AE N AE L IH Z R AE T IH
analni,ǎ n aː l n iː,N AE L N IH
analogan,â n a l o ɡ a n,N AE L OH G AE N
analogija,a n a l ǒ ɡ i j a,AE N AE L G IH Y AE
analogijski,a n a l ǒ ɡ iː j s k iː,AE N AE L G IH Y S K IH
analogno,â n a l o ɡ n o,N AE L OH G N OH
analoški,a n ǎ l o ʃ k i,AE N L OH SH K IH
analoški,a n ǎ l o ʃ k iː,AE N L OH SH K IH
anamneza,a n a m n ěː z a,AE N AE M N Z AE
ananas,â n a n a s,N AE N AE S
anarhija,a n ǎ r x i j a,AE N R IH Y AE
anarhist,a n ǎ r x i s t,AE N R IH S T
anarhistički,a n a r x ǐ s t i t ʃ k i,AE N AE R S T IH T SH K IH
anarhistički,a n a r x ǐ s t i t ʃ k iː,AE N AE R S T IH T SH K IH
anarhizam,a n a r x ǐ z a m,AE N AE R Z AE M
anarhičan,a n ǎ r x i t͡ʃ a n,AE N R IH CH AE N
anarhičnost,a n ǎ r x i t͡ʃ n oː s t,AE N R IH CH N OH S T
anason,a n ǎ s oː n,AE N S OH N
anastrofa,a n a s t r ǒː f a,AE N AE S T R F AE
anatemizirati,a n a t e m i z ǐː r a t i,AE N AE T EH M IH Z R AE T IH
anatolija,a n a t ǒː l i j a,AE N AE T L IH Y AE
anatom,a n ǎ t oː m,AE N T OH M
anatomija,a n a t ǒ m i j a,AE N AE T M IH Y AE
ancug,ă n c u k,N UW K
anda,a n d aː,AE N D AE
andaluski,a n d ǎ l u s k iː,AE N D L UW S K IH
andaluzija,a n d ǎ l uː z i j a,AE N D L UW Z IH Y AE
andaluzijski,a n d ǎ l u z i j s k iː,AE N D L UW Z IH Y S K IH
ande,âː n d e,N D EH
andora,a n d ôː r a,AE N D R AE
andorac,a n d ǒː r a t͡s,AE N D R AE
andorski,ǎ n d o r s k iː,N D OH R S K IH
andrija,ǎ n d r i j a,N D R IH Y AE
androklo,a n d r ǒ k l o,AE N D R K L OH
andrologija,a n d r o l ǒ ɡ i j a,AE N D R OH L G IH Y AE
andromaha,a n d r ǒ m a x a,AE N D R M AE AE
andromeda,a n d r ǒ m e d a,AE N D R M EH D AE
anduz,ǎ n d u z,N D UW Z
andžar,ǎ n d͡ʒ aː r,N JH AE R
anegdota,a n e ɡ d ǒ t a,AE N EH G D T AE
anegdotalan,a n e ɡ d ǒ t aː l a n,AE N EH G D T AE L AE N
anegdotalnost,a n e ɡ d o t ǎː l n oː s t,AE N EH G D OH T L N OH S T
anegdotičan,a n e ɡ d ǒ t i t͡ʃ a n,AE N EH G D T IH CH AE N
anegdotičnost,a n e ɡ d ǒ t i t͡ʃ n oː s t,AE N EH G D T IH CH N OH S T
anegdotski,a n ě ɡ d o t s k i,AE N G D OH T S K IH
anegdotski,a n ě ɡ d o t s k iː,AE N G D OH T S K IH
aneksija,a n ě k s i j a,AE N K S IH Y AE
aneksijski,a n ě k s iː j s k i,AE N K S IH Y S K IH
aneksijski,a n ě k s iː j s k iː,AE N K S IH Y S K IH
aneksioni,â n e k s i oː n iː,N EH K S IH OH N IH
aneksionist,a n e k s i ǒ n i s t,AE N EH K S IH N IH S T
aneksionistički,a n e k s i o n ǐ s t i t͡ʃ k i,AE N EH K S IH OH N S T IH CH K IH
aneksionistički,a n e k s i o n ǐ s t i t͡ʃ k iː,AE N EH K S IH OH N S T IH CH K IH
anektirati,a n e k t ǐː r a t i,AE N EH K T R AE T IH
anemičan,a n ě m i t͡ʃ a n,AE N M IH CH AE N
aneroid,a n e r ǒ iː d,AE N EH R IH D
anestetik,a n e s t ě t i k,AE N EH S T T IH K
anestezija,a n e s t ě z i j a,AE N EH S T Z IH Y AE
angažiran,a n ɡ ǎ ʒ iː r a n,AE N G ZH IH R AE N
angažirati,a n ɡ a ʒ ǐː r a t i,AE N G AE ZH R AE T IH
angelologija,a n ɡ e l o l ǒ ɡ i j a,AE N G EH L OH L G IH Y AE
angiologija,a n ɡ i o l ǒ ɡ i j a,AE N G IH OH L G IH Y AE
anglicizam,a ŋ ɡ l i t͡s ǐ z a m,AE NG G L IH Z AE M
anglikan,a n ɡ l ǐ k aː n,AE N G L K AE N
anglikanac,a ŋ ɡ l i k ǎː n a t͡s,AE NG G L IH K N AE
anglikanski,a n ɡ l ǐ k aː n s k iː,AE N G L K AE N S K IH
anglist,ǎ n ɡ l i s t,N G L IH S T
anglistika,a n ɡ l ǐ s t i k a,AE N G L S T IH K AE
anglistički,a n ɡ l ǐ s t i t͡ʃ k i,AE N G L S T IH CH K IH
anglistički,a n ɡ l ǐ s t i t͡ʃ k iː,AE N G L S T IH CH K IH
anglizam,a n ɡ l ǐ z a m,AE N G L Z AE M
angloamerika,a n ɡ l o a m ě r i k a,AE N G L OH AE M R IH K AE
angloamerički,a ŋ ɡ l o a m ě r i t͡ʃ k iː,AE NG G L OH AE M R IH CH K IH
anglofil,a n ɡ l ǒ f iː l,AE N G L F IH L
anglofob,a n ɡ l ǒ f oː b,AE N G L F OH B
anglosaksonac,a ŋ ɡ l o s a k s ǒː n a t͡s,AE NG G L OH S AE K S N AE
anglosaksonski,a n ɡ l o s ǎ k s oː n s k iː,AE N G L OH S K S OH N S K IH
anglosaski,a n ɡ l ǒ s a s k iː,AE N G L S AE S K IH
angola,a n ɡ ôː l a,AE N G L AE
angolac,a ŋ ɡ ǒː l a t͡s,AE NG G L AE
angolka,ǎ n ɡ oː l k a,N G OH L K AE
angolski,ǎ n ɡ o l s k iː,N G OH L S K IH
anihilacija,a n i x i l ǎː t͡s i j a,AE N IH IH L IH Y AE
anilin,a n ǐ l iː n,AE N L IH N
anilinski,a n ǐ l iː n s k iː,AE N L IH N S K IH
animacija,a n i m ǎː t͡s i j a,AE N IH M IH Y AE
animalan,â n i m aː l a n,N IH M AE L AE N
animator,a n ǐ m aː t o r,AE N M AE T OH R
animirati,a n i m ǐː r a t i,AE N IH M R AE T IH
animizam,a n i m ǐ z a m,AE N IH M Z AE M
animozitet,a n i m o z ǐ t eː t,AE N IH M OH Z T EH T
anis,ǎ n i s,N IH S
anka,âː n k a,N K AE
ankara,ǎ n k a r a,N K AE R AE
anketa,a n k ě t a,AE N K T AE
anketar,a n k ě t aː r,AE N K T AE R
anketirati,a n k e t ǐː r a t i,AE N K EH T R AE T IH
anketni,ǎ n k e t n iː,N K EH T N IH
anoda,a n ǒː d a,AE N D AE
anodni,ǎ n oː d n iː,N OH D N IH
anomalija,a n o m ǎ l i j a,AE N OH M L IH Y AE
anoniman,â n o n iː m a n,N OH N IH M AE N
anonimno,â n o n iː m n o,N OH N IH M N OH
anonimnost,a n o n ǐː m n oː s t,AE N OH N M N OH S T
anorganski,â n o r ɡ aː n s k iː,N OH R G AE N S K IH
anotirati,a n o t ǐː r a t i,AE N OH T R AE T IH
antagonizam,a n t a ɡ o n ǐ z a m,AE N T AE G OH N Z AE M
antarktik,a n t ǎ r k t i k,AE N T R K T IH K
antarktika,a n t ǎ r k t i k a,AE N T R K T IH K AE
ante,ǎː n t e,N T EH
antialkoholizam,a n t i a l k o x o l ǐ z a m,AE N T IH AE L K OH OH L Z AE M
antibiotik,a n t i b i ǒ t i k,AE N T IH B IH T IH K
anticiklona,a n t i t͡s i k l ǒː n a,AE N T IH IH K L N AE
anticipacija,a n t i t͡s i p ǎː t͡s i j a,AE N T IH IH P IH Y AE
anticipirati,a n t i t͡s i p ǐː r a t i,AE N T IH IH P R AE T IH
antidržavni,a n t i d ř ʒ aː ʋ n iː,AE N T IH D ZH AE N IH
antifašist,a n t i f ǎ ʃ i s t,AE N T IH F SH IH S T
antifašistički,a n t i f a ʃ ǐ s t i t ʃ k i,AE N T IH F AE SH S T IH T SH K IH
antifašistički,a n t i f a ʃ ǐ s t i t ʃ k iː,AE N T IH F AE SH S T IH T SH K IH
antifašistkinja,a n t i f ǎ ʃ i s t k i ɲ a,AE N T IH F SH IH S T K IH AE
antifašizam,a n t i f a ʃ ǐ z a m,AE N T IH F AE SH Z AE M
antifeminizam,a n t i f e m i n ǐ z a m,AE N T IH F EH M IH N Z AE M
antiheroj,a n t i x ě r oː j,AE N T IH R OH Y
antiimperijalizam,a n t i i m p e r i j a l ǐ z a m,AE N T IH IH M P EH R IH Y AE L Z AE M
antik,ǎ n t i k,N T IH K
antika,ǎ n t i k a,N T IH K AE
antiklinala,a n t i k l i n ǎː l a,AE N T IH K L IH N L AE
antikni,ǎ n t i k n iː,N T IH K N IH
antikomunist,a n t i k o m ǔ n i s t,AE N T IH K OH M N IH S T
antikomunistički,a n t i k o m u n ǐ s t i t͡ʃ k i,AE N T IH K OH M UW N S T IH CH K IH
antikomunistički,a n t i k o m u n ǐ s t i t͡ʃ k iː,AE N T IH K OH M UW N S T IH CH K IH
antikomunizam,a n t i k o m u n ǐ z a m,AE N T IH K OH M UW N Z AE M
antikvar,a n t ǐ k ʋ aː r,AE N T K AE R
antikvaran,â n t i k ʋ aː r a n,N T IH K AE R AE N
antilogaritam,a n t i l o ɡ a r ǐ t a m,AE N T IH L OH G AE R T AE M
antimaterija,a n t i m ǎ t eː r i j a,AE N T IH M T EH R IH Y AE
antimetabola,a n t i m e t ǎ b o l a,AE N T IH M EH T B OH L AE
antimon,ǎ n t i m o n,N T IH M OH N
antipatičan,a n t i p ǎ t i t͡ʃ a n,AE N T IH P T IH CH AE N
antipatično,a n t i p ǎ t i t͡ʃ n o,AE N T IH P T IH CH N OH
antipod,a n t ǐ p oː d,AE N T P OH D
antireligiozan,a n t i r ě l i ɡ i oː z a n,AE N T IH R L IH G IH OH Z AE N
antisemitizam,a n t i s e m i t ǐ z a m,AE N T IH S EH M IH T Z AE M
antisemitski,a n t i s ě m iː t s k i,AE N T IH S M IH T S K IH
antisemitski,a n t i s ě m iː t s k iː,AE N T IH S M IH T S K IH
antiseptički,a n t i s ě p t i t͡ʃ k i,AE N T IH S P T IH CH K IH
antiseptički,a n t i s ě p t i t͡ʃ k iː,AE N T IH S P T IH CH K IH
antisocijalan,a n t i s ǒ t͡s i j aː l a n,AE N T IH S IH Y AE L AE N
antisocijalistički,a n t i s o t͡s i j a l ǐ s t i t͡ʃ k i,AE N T IH S OH IH Y AE L S T IH CH K IH
antisocijalistički,a n t i s o t͡s i j a l ǐ s t i t͡ʃ k iː,AE N T IH S OH IH Y AE L S T IH CH K IH
antisocijalizam,a n t i s o t͡s i j a l ǐ z a m,AE N T IH S OH IH Y AE L Z AE M
antitelo,ǎ n t i t eː l o,N T IH T EH L OH
antiteza,a n t ǐ t e z a,AE N T T EH Z AE
antitijelo,ǎ n t i t j eː l o,N T IH T Y EH L OH
antički,ǎ n t i t͡ʃ k iː,N T IH CH K IH
antologija,a n t o l ǒ ɡ i j a,AE N T OH L G IH Y AE
antonim,a n t ǒ n iː m,AE N T N IH M
antonimija,a n t o n ǐ m i j a,AE N T OH N M IH Y AE
antonomazija,a n t o n o m ǎː z i j a,AE N T OH N OH M Z IH Y AE
antraks,ǎ n t r a k s,N T R AE K S
antropoidan,â n t r o p o iː d a n,N T R OH P OH IH D AE N
antropolog,a n t r o p ǒ l o ɡ,AE N T R OH P L OH G
antropologija,a n t r o p o l ǒ ɡ i j a,AE N T R OH P OH L G IH Y AE
antropološki,a n t r o p ǒ l o ʃ k i,AE N T R OH P L OH SH K IH
antropološki,a n t r o p ǒ l o ʃ k iː,AE N T R OH P L OH SH K IH
antropomorfan,a n t r o p o m ǒ r f a n,AE N T R OH P OH M R F AE N
antropomorfizam,a n t r o p o m o r f ǐ z a m,AE N T R OH P OH M OH R F Z AE M
antun,ǎ n t uː n,N T UW N
anulirati,a n u l ǐː r a t i,AE N UW L R AE T IH
anđelak,a n d͡ʑ ěː l a k,AE N L AE K
anđelić,âː n d͡ʑ e l i t͡ɕ,N EH L IH
anđelski,âː n d͡ʑ e l s k iː,N EH L S K IH
anđelčić,a n d͡ʑ ě l t͡ʃ i t͡ɕ,AE N L CH IH
anđeo,âː n d͡ʑ e o,N EH OH
anđeoski,a n d ʑ e ǒ s k i,AE N D EH S K IH
anđeoski,a n d ʑ e ǒ s k iː,AE N D EH S K IH
aorist,â o r i s t,OH R IH S T
aoristni,â o r i s t n iː,OH R IH S T N IH
aorta,ǎ oː r t a,OH R T AE
apanaža,a p a n ǎː ʒ a,AE P AE N ZH AE
aparatčik,a p a r ǎ t t͡ʃ i k,AE P AE R T CH IH K
apartan,ǎ p a r t a n,P AE R T AE N
aparthejd,â p a r t x e j d,P AE R T EH Y D
apatija,a p ǎ t i j a,AE P T IH Y AE
apatičan,a p ǎ t i t͡ʃ a n,AE P T IH CH AE N
apatično,a p ǎ t i t͡ʃ n o,AE P T IH CH N OH
apatrid,a p ǎ t r iː d,AE P T R IH D
apel,ǎ p e l,P EH L
apelirati,a p e l ǐː r a t i,AE P EH L R AE T IH
aperitiv,a p e r ǐ t iː ʋ,AE P EH R T IH
apetit,a p ě t iː t,AE P T IH T
aplaudirati,a p l a u d ǐː r a t i,AE P L AE UW D R AE T IH
aplauz,ǎ p l a u z,P L AE UW Z
aplicirati,a p l i t͡s ǐː r a t i,AE P L IH R AE T IH
aplikacija,a p l i k ǎː t͡s i j a,AE P L IH K IH Y AE
apodiktički,a p o d ǐ k t i t͡ʃ k i,AE P OH D K T IH CH K IH
apoen,a p ǒ eː n,AE P EH N
apokalipsa,a p o k a l ǐ p s a,AE P OH K AE L P S AE
apokaliptičan,a p o k a l ǐ p t i t͡ʃ a n,AE P OH K AE L P T IH CH AE N
apokrifan,a p ǒ k r i f a n,AE P K R IH F AE N
apolitičan,a p o l ǐ t i t͡ʃ a n,AE P OH L T IH CH AE N
apolitički,a p o l ǐ t i t ʃ k i,AE P OH L T IH T SH K IH
apolitički,a p o l ǐ t i t ʃ k iː,AE P OH L T IH T SH K IH
apologet,a p o l ǒ ɡ eː t,AE P OH L G EH T
apologetika,a p o l o ɡ ě t i k a,AE P OH L OH G T IH K AE
apologija,a p o l ǒ ɡ i j a,AE P OH L G IH Y AE
apolon,a p ǒ l oː n,AE P L OH N
apostol,ǎ p o s t o l,P OH S T OH L
apostrof,ǎ p o s t r o f,P OH S T R OH F
apostrofa,a p ǒ s t r o f a,AE P S T R OH F AE
apostrofirati,a p o s t r o f ǐː r a t i,AE P OH S T R OH F R AE T IH
apoteoza,a p o t e ǒː z a,AE P OH T EH Z AE
apozicija,a p o z ǐː t͡s i j a,AE P OH Z IH Y AE
aprecijacija,a p r e t͡s i j ǎː t͡s i j a,AE P R EH IH Y IH Y AE
april,ǎ p r iː l,P R IH L
aprilski,ǎ p r iː l s k iː,P R IH L S K IH
aprioran,â p r i oː r a n,P R IH OH R AE N
aproksimativan,â p r o k s i m a t iː ʋ a n,P R OH K S IH M AE T IH AE N
aproksimativno,â p r o k s i m a t iː ʋ n o,P R OH K S IH M AE T IH N OH
aproksimirati,a p r o k s i m ǐː r a t i,AE P R OH K S IH M R AE T IH
apscisa,a p s t͡s ǐ s a,AE P S S AE
apsida,ǎ p s i d a,P S IH D AE
apsolucija,a p s o l ǔː t͡s i j a,AE P S OH L IH Y AE
apsolut,â p s o l uː t,P S OH L UW T
apsolutan,â p s o l uː t a n,P S OH L UW T AE N
apsolutizam,a p s o l u t ǐ z a m,AE P S OH L UW T Z AE M
apsolutizirati,a p s o l u t i z ǐː r a t i,AE P S OH L UW T IH Z R AE T IH
apsolutno,â p s o l uː t n o,P S OH L UW T N OH
apsolvirati,a p s o l ʋ ǐː r a t i,AE P S OH L R AE T IH
apsorbirati,a p s o r b ǐː r a t i,AE P S OH R B R AE T IH
apsorpcija,a p s ǒ r p t͡s i j a,AE P S R P IH Y AE
apstinencija,a p s t i n ě n t͡s i j a,AE P S T IH N N IH Y AE
apstinirati,a p s t i n ǐː r a t i,AE P S T IH N R AE T IH
apstrahirati,a p s t r a x ǐː r a t i,AE P S T R AE R AE T IH
apstrakcija,a p s t r ǎ k t͡s i j a,AE P S T R K IH Y AE
apstrakt,ǎ p s t r a k t,P S T R AE K T
apstraktan,ǎ p s t r a k t a n,P S T R AE K T AE N
apstraktno,ǎ p s t r a k t n o,P S T R AE K T N OH
apsurdan,ǎ p s u r d a n,P S UW R D AE N
apsurdno,ǎ p s u r d n o,P S UW R D N OH
apsurdnost,ǎ p s u r d n oː s t,P S UW R D N OH S T
arabeska,a r ǎ b e s k a,AE R B EH S K AE
arabica,a r ǎ b i t͡s a,AE R B IH AE
arabija,ǎ r aː b i j a,R AE B IH Y AE
arabijski,a r ǎː b iː j s k iː,AE R B IH Y S K IH
arabljanin,a r ǎː b ʎ a n iː n,AE R B AE N IH N
aramejski,a r a m ě j s k iː,AE R AE M Y S K IH
aranžirati,a r a n ʒ ǐː r a t i,AE R AE N ZH R AE T IH
aranžman,a r ǎ n ʒ m aː n,AE R N ZH M AE N
arapin,ǎ r a p i n,R AE P IH N
arapski,ǎ r a p s k iː,R AE P S K IH
arbanas,a r b ǎ n a s,AE R B N AE S
arbitar,ǎ r b i t a r,R B IH T AE R
arbitraran,â r b i t r aː r a n,R B IH T R AE R AE N
arbitraža,a r b i t r ǎː ʒ a,AE R B IH T R ZH AE
arbitražni,â r b i t r aː ʒ n iː,R B IH T R AE ZH N IH
arbun,ǎ r b uː n,R B UW N
arebica,a r ě b i t͡s a,AE R B IH AE
arena,a r ěː n a,AE R N AE
argat,ǎ r ɡ a t,R G AE T
argentina,a r ɡ e n t ǐː n a,AE R G EH N T N AE
argentinac,a r ɡ e n t ǐː n a t͡s,AE R G EH N T N AE
argentinski,a r ɡ ě n t iː n s k iː,AE R G N T IH N S K IH
argon,ǎ r ɡ oː n,R G OH N
argument,a r ɡ ǔ m e n t,AE R G M EH N T
argumentacija,a r ɡ u m e n t ǎː t͡s i j a,AE R G UW M EH N T IH Y AE
argumentirano,a r ɡ u m ě n t iː r a n o,AE R G UW M N T IH R AE N OH
arhaik,a r x ǎ i k,AE R IH K
arhaizam,a r x a ǐ z a m,AE R AE Z AE M
arhaizirati,a r x a i z ǐː r a t i,AE R AE IH Z R AE T IH
arhaičan,a r x ǎ i t͡ʃ a n,AE R IH CH AE N
arhaično,a r x ǎ i t͡ʃ n o,AE R IH CH N OH
arheolog,a r x e ǒ l o ɡ,AE R EH L OH G
arheologija,a r x e o l ǒ ɡ i j a,AE R EH OH L G IH Y AE
arheološki,a r x e ǒ l o ʃ k iː,AE R EH L OH SH K IH
arhiepiskop,a r x i ě p i s k o p,AE R IH P IH S K OH P
arhipelag,a r x i p ě l aː ɡ,AE R IH P L AE G
arhitekt,a r x ǐ t e k t,AE R T EH K T
arhitektica,a r x ǐ t e k t i t͡s a,AE R T EH K T IH AE
arhitektonski,a r x i t ě k t oː n s k iː,AE R IH T K T OH N S K IH
arhitektura,a r x i t e k t ǔː r a,AE R IH T EH K T R AE
arhitekturni,a r x i t ě k t uː r n iː,AE R IH T K T UW R N IH
arhiv,ǎ r x iː ʋ,R IH
arhivar,a r x ǐ ʋ aː r,AE R AE R
arhivist,a r x ǐ ʋ i s t,AE R IH S T
arhiđakon,ǎ r x i d͡ʑ a k o n,R IH AE K OH N
arija,âː r i j a,R IH Y AE
arijac,âː r i j a t͡s,R IH Y AE
arijka,âː r iː j k a,R IH Y K AE
arijski,âː r iː j s k iː,R IH Y S K IH
aristokracija,a r i s t o k r ǎ t͡s i j a,AE R IH S T OH K R IH Y AE
aristokrat,a r i s t ǒ k r a t,AE R IH S T K R AE T
aristokratija,a r i s t o k r ǎ t i j a,AE R IH S T OH K R T IH Y AE
aristokratkinja,a r i s t ǒ k r a t k i ɲ a,AE R IH S T K R AE T K IH AE
aristokratski,a r i s t ǒ k r a t s k i,AE R IH S T K R AE T S K IH
aristokratski,a r i s t ǒ k r a t s k iː,AE R IH S T K R AE T S K IH
aristotel,a r i s t ǒ t e l,AE R IH S T T EH L
aritmetika,a r i t m ě t i k a,AE R IH T M T IH K AE
aritmetički,a r i t m ě t i t ʃ k i,AE R IH T M T IH T SH K IH
aritmetički,a r i t m ě t i t ʃ k iː,AE R IH T M T IH T SH K IH
aritmija,a r ǐ t m i j a,AE R T M IH Y AE
armatura,a r m a t ǔː r a,AE R M AE T R AE
armenac,a r m ěː n a t͡s,AE R M N AE
armenija,ǎ r m eː n i j a,R M EH N IH Y AE
armenski,ǎ r m eː n s k iː,R M EH N S K IH
arogancija,a r o ɡ ǎ n t͡s i j a,AE R OH G N IH Y AE
arogantan,a r o ɡ ǎ n t a n,AE R OH G N T AE N
arogantno,a r o ɡ ǎ n t n o,AE R OH G N T N OH
aroma,a r ǒː m a,AE R M AE
aromatičan,a r o m ǎ t i t͡ʃ a n,AE R OH M T IH CH AE N
arsen,ǎ r s eː n,R S EH N
arsenal,a r s ě n aː l,AE R S N AE L
artefakt,â r t e f a k t,R T EH F AE K T
arterija,ǎ r t eː r i j a,R T EH R IH Y AE
arterijski,ǎ r t eː r iː j s k iː,R T EH R IH Y S K IH
artikulacija,a r t i k u l ǎː t͡s i j a,AE R T IH K UW L IH Y AE
artikulacijski,a r t i k u l ǎː t͡s iː j s k iː,AE R T IH K UW L IH Y S K IH
artikulirati,a r t i k u l ǐː r a t i,AE R T IH K UW L R AE T IH
artiljerac,a r t i ʎ ěː r a t͡s,AE R T IH R AE
artiljerija,a r t i ʎ ě r i j a,AE R T IH R IH Y AE
artiljerijski,a r t i ʎ ě r iː j s k iː,AE R T IH R IH Y S K IH
artiljerski,a r t ǐ ʎ eː r s k i,AE R T EH R S K IH
artiljerski,a r t ǐ ʎ eː r s k iː,AE R T EH R S K IH
artist,ǎ r t i s t,R T IH S T
artistički,a r t ǐ s t i t ʃ k i,AE R T S T IH T SH K IH
artistički,a r t ǐ s t i t ʃ k iː,AE R T S T IH T SH K IH
artičoka,a r t i t͡ʃ ǒː k a,AE R T IH CH K AE
artritis,a r t r ǐ t i s,AE R T R T IH S
arzuhal,a r z ǔ x aː l,AE R Z AE L
aršin,ǎ r ʃ iː n,R SH IH N
as,â s,S
asamski,ǎ s a m s k iː,S AE M S K IH
aseptičan,a s ě p t i t͡ʃ a n,AE S P T IH CH AE N
aseptički,a s ě p t i t͡ʃ k iː,AE S P T IH CH K IH
asfalt,ǎ s f a l t,S F AE L T
asfaltirati,a s f a l t ǐː r a t i,AE S F AE L T R AE T IH
asimetrija,a s i m ě t r i j a,AE S IH M T R IH Y AE
asimetričan,a s i m ě t r i t͡ʃ a n,AE S IH M T R IH CH AE N
asimilacija,a s i m i l ǎː t͡s i j a,AE S IH M IH L IH Y AE
asimilirati,a s i m i l ǐː r a t i,AE S IH M IH L R AE T IH
asirac,a s ǐː r a t͡s,AE S R AE
asirija,a s ǐː r i j a,AE S R IH Y AE
asirologija,a s i r o l ǒ ɡ i j a,AE S IH R OH L G IH Y AE
asirski,ǎ s iː r s k iː,S IH R S K IH
asistencija,a s i s t ě n t͡s i j a,AE S IH S T N IH Y AE
asistent,a s ǐ s t e n t,AE S S T EH N T
asistirati,a s i s t ǐː r a t i,AE S IH S T R AE T IH
asketizam,a s k e t ǐ z a m,AE S K EH T Z AE M
asocijacionizam,a s o t͡s i j a t͡s i o n ǐ z a m,AE S OH IH Y AE IH OH N Z AE M
asocijacizam,a s o t͡s i j a t͡s ǐ z a m,AE S OH IH Y AE Z AE M
asocijalan,â s o t͡s i j aː l a n,S OH IH Y AE L AE N
asocirati,a s o t͡s ǐː r a t i,AE S OH R AE T IH
asonanca,a s ǒ n aː n t͡s a,AE S N AE N AE
asortiman,a s o r t ǐ m aː n,AE S OH R T M AE N
aspekt,ǎ s p e k t,S P EH K T
aspirin,a s p ǐ r iː n,AE S P R IH N
aspra,â s p r a,S P R AE
astma,ǎ s t m a,S T M AE
astmatičan,a s t m ǎ t i t͡ʃ a n,AE S T M T IH CH AE N
astmatičar,a s t m ǎ t i t͡ʃ aː r,AE S T M T IH CH AE R
astralan,ǎ s t r aː l a n,S T R AE L AE N
astrobiologija,a s t r o b i o l ǒ ɡ i j a,AE S T R OH B IH OH L G IH Y AE
astrofizika,a s t r o f ǐ z i k a,AE S T R OH F Z IH K AE
astrofizičar,a s t r o f ǐ z i t͡ʃ aː r,AE S T R OH F Z IH CH AE R
astrogeologija,a s t r o ɡ e o l ǒ ɡ i j a,AE S T R OH G EH OH L G IH Y AE
astrolog,a s t r ǒ l o ɡ,AE S T R L OH G
astrologija,a s t r o l ǒ ɡ i j a,AE S T R OH L G IH Y AE
astrološki,a s t r ǒ l o ʃ k i,AE S T R L OH SH K IH
astrološki,a s t r ǒ l o ʃ k iː,AE S T R L OH SH K IH
astronaut,a s t r o n ǎ u t,AE S T R OH N UW T
astronautika,a s t r o n a ǔ t i k a,AE S T R OH N AE T IH K AE
astronomija,a s t r o n ǒ m i j a,AE S T R OH N M IH Y AE
astronomijski,a s t r o n ǒ m iː j s k iː,AE S T R OH N M IH Y S K IH
astronomski,a s t r ǒ n o m s k iː,AE S T R N OH M S K IH
asturija,ǎ s t uː r i j a,S T UW R IH Y AE
asturijac,a s t ǔ r iː j a t͡s,AE S T R IH Y AE
asturijski,ǎ s t uː r iː j s k iː,S T UW R IH Y S K IH
asuan,ǎ s u a n,S UW AE N
ataman,a t ǎ m aː n,AE T M AE N
