word,ipa,ARPAbet
absolutyzmie,a p s ɔ l u t ɨ z mʲ ɛ,AE P S AO L UW T IX Z M EH
absolutyzmowi,a p s ɔ l u t ɨ z m ɔ vʲ i,AE P S AO L UW T IX Z M AO V IH
absolutyzmu,a p s ɔ l u t ɨ z m u,AE P S AO L UW T IX Z M UW
absolwenci,a p s ɔ l v ɛ n t͡ɕ i,AE P S AO L V EH N IH
absolwencie,a p s ɔ l v ɛ n t͡ɕ ɛ,AE P S AO L V EH N EH
absolwent,a p s ɔ l v ɛ n t,AE P S AO L V EH N T
absolwenta,a p s ɔ l v ɛ n t a,AE P S AO L V EH N T AE
absolwentach,a p s ɔ l v ɛ n t a x,AE P S AO L V EH N T AE
absolwentami,a p s ɔ l v ɛ n t a mʲ i,AE P S AO L V EH N T AE M IH
absolwentce,a p s ɔ l v ɛ n t t͡s ɛ,AE P S AO L V EH N T EH
absolwentek,a p s ɔ l v ɛ n t ɛ k,AE P S AO L V EH N T EH K
absolwentem,a p s ɔ l v ɛ n t ɛ m,AE P S AO L V EH N T EH M
absolwentka,a p s ɔ l v ɛ n t k a,AE P S AO L V EH N T K AE
absolwentkach,a p s ɔ l v ɛ n t k a x,AE P S AO L V EH N T K AE
absolwentkami,a p s ɔ l v ɛ n t k a mʲ i,AE P S AO L V EH N T K AE M IH
absolwentki,a p s ɔ l v ɛ n t kʲ i,AE P S AO L V EH N T K IH
absolwentko,a p s ɔ l v ɛ n t k ɔ,AE P S AO L V EH N T K AO
absolwentkom,a p s ɔ l v ɛ n t k ɔ m,AE P S AO L V EH N T K AO M
absolwentką,a p s ɔ l v ɛ n t k ɔ̃,AE P S AO L V EH N T K AO
absolwentkę,a p s ɔ l v ɛ n t k ɛ,AE P S AO L V EH N T K EH
absolwentom,a p s ɔ l v ɛ n t ɔ m,AE P S AO L V EH N T AO M
absolwentowi,a p s ɔ l v ɛ n t ɔ vʲ i,AE P S AO L V EH N T AO V IH
absolwentów,a p s ɔ l v ɛ n t u f,AE P S AO L V EH N T UW F
absorbencie,a p s ɔ r b ɛ n t͡ɕ ɛ,AE P S AO R B EH N EH
absorbent,a p s ɔ r b ɛ n t,AE P S AO R B EH N T
absorbentach,a p s ɔ r b ɛ n t a x,AE P S AO R B EH N T AE
absorbentami,a p s ɔ r b ɛ n t a mʲ i,AE P S AO R B EH N T AE M IH
absorbentem,a p s ɔ r b ɛ n t ɛ m,AE P S AO R B EH N T EH M
absorbentom,a p s ɔ r b ɛ n t ɔ m,AE P S AO R B EH N T AO M
absorbentowi,a p s ɔ r b ɛ n t ɔ vʲ i,AE P S AO R B EH N T AO V IH
absorbentu,a p s ɔ r b ɛ n t u,AE P S AO R B EH N T UW
absorbenty,a p s ɔ r b ɛ n t ɨ,AE P S AO R B EH N T IX
absorbentów,a p s ɔ r b ɛ n t u f,AE P S AO R B EH N T UW F
absorber,a p s ɔ r b ɛ r,AE P S AO R B EH R
absorbera,a p s ɔ r b ɛ r a,AE P S AO R B EH R AE
absorberach,a p s ɔ r b ɛ r a x,AE P S AO R B EH R AE
absorberami,a p s ɔ r b ɛ r a mʲ i,AE P S AO R B EH R AE M IH
absorberem,a p s ɔ r b ɛ r ɛ m,AE P S AO R B EH R EH M
absorberom,a p s ɔ r b ɛ r ɔ m,AE P S AO R B EH R AO M
absorberowi,a p s ɔ r b ɛ r ɔ vʲ i,AE P S AO R B EH R AO V IH
absorbery,a p s ɔ r b ɛ r ɨ,AE P S AO R B EH R IX
absorberze,a p s ɔ r b ɛ ʐ ɛ,AE P S AO R B EH EH
absorberów,a p s ɔ r b ɛ r u f,AE P S AO R B EH R UW F
absorbowali,a p s ɔ r b ɔ v a lʲ i,AE P S AO R B AO V AE L IH
absorbowaliby,a p s ɔ r b ɔ v a lʲ i b ɨ,AE P S AO R B AO V AE L IH B IX
absorbowalibyście,a p s ɔ r b ɔ v a lʲ i b ɨ ɕ t͡ɕ ɛ,AE P S AO R B AO V AE L IH B IX EH
absorbowalibyśmy,a p s ɔ r b ɔ v a lʲ i b ɨ ɕ m ɨ,AE P S AO R B AO V AE L IH B IX M IX
absorbowaliście,a p s ɔ r b ɔ v a lʲ i ɕ t͡ɕ ɛ,AE P S AO R B AO V AE L IH EH
absorbowaliśmy,a p s ɔ r b ɔ v a lʲ i ɕ m ɨ,AE P S AO R B AO V AE L IH M IX
absorbowana,a p s ɔ r b ɔ v a n a,AE P S AO R B AO V AE N AE
absorbowane,a p s ɔ r b ɔ v a n ɛ,AE P S AO R B AO V AE N EH
absorbowanego,a p s ɔ r b ɔ v a n ɛ ɡ ɔ,AE P S AO R B AO V AE N EH G AO
absorbowanej,a p s ɔ r b ɔ v a n ɛ j,AE P S AO R B AO V AE N EH Y
absorbowanemu,a p s ɔ r b ɔ v a n ɛ m u,AE P S AO R B AO V AE N EH M UW
absorbowani,a p s ɔ r b ɔ v a ɲ i,AE P S AO R B AO V AE IH
absorbowania,a p s ɔ r b ɔ v a ɲ a,AE P S AO R B AO V AE AE
absorbowanie,a p s ɔ r b ɔ v a ɲ ɛ,AE P S AO R B AO V AE EH
absorbowaniem,a p s ɔ r b ɔ v a ɲ ɛ m,AE P S AO R B AO V AE EH M
absorbowaniu,a p s ɔ r b ɔ v a ɲ u,AE P S AO R B AO V AE UW
absorbowano,a p s ɔ r b ɔ v a n ɔ,AE P S AO R B AO V AE N AO
absorbowany,a p s ɔ r b ɔ v a n ɨ,AE P S AO R B AO V AE N IX
absorbowanych,a p s ɔ r b ɔ v a n ɨ x,AE P S AO R B AO V AE N IX
absorbowanym,a p s ɔ r b ɔ v a n ɨ m,AE P S AO R B AO V AE N IX M
absorbowanymi,a p s ɔ r b ɔ v a n ɨ mʲ i,AE P S AO R B AO V AE N IX M IH
absorbowaną,a p s ɔ r b ɔ v a n ɔ̃,AE P S AO R B AO V AE N AO
absorbować,a p s ɔ r b ɔ v a t͡ɕ,AE P S AO R B AO V AE
absorbował,a p s ɔ r b ɔ v a w,AE P S AO R B AO V AE W
absorbowała,a p s ɔ r b ɔ v a w a,AE P S AO R B AO V AE W AE
absorbowałaby,a p s ɔ r b ɔ v a w a b ɨ,AE P S AO R B AO V AE W AE B IX
absorbowałabym,a p s ɔ r b ɔ v a w a b ɨ m,AE P S AO R B AO V AE W AE B IX M
absorbowałabyś,a p s ɔ r b ɔ v a w a b ɨ ɕ,AE P S AO R B AO V AE W AE B IX
absorbowałam,a p s ɔ r b ɔ v a w a m,AE P S AO R B AO V AE W AE M
absorbowałaś,a p s ɔ r b ɔ v a w a ɕ,AE P S AO R B AO V AE W AE
absorbowałby,a p s ɔ r b ɔ v a w b ɨ,AE P S AO R B AO V AE W B IX
absorbowałbym,a p s ɔ r b ɔ v a w b ɨ m,AE P S AO R B AO V AE W B IX M
absorbowałbyś,a p s ɔ r b ɔ v a w b ɨ ɕ,AE P S AO R B AO V AE W B IX
absorbowałem,a p s ɔ r b ɔ v a w ɛ m,AE P S AO R B AO V AE W EH M
absorbowałeś,a p s ɔ r b ɔ v a w ɛ ɕ,AE P S AO R B AO V AE W EH
absorbowało,a p s ɔ r b ɔ v a w ɔ,AE P S AO R B AO V AE W AO
absorbowałoby,a p s ɔ r b ɔ v a w ɔ b ɨ,AE P S AO R B AO V AE W AO B IX
absorbowały,a p s ɔ r b ɔ v a w ɨ,AE P S AO R B AO V AE W IX
absorbowałyby,a p s ɔ r b ɔ v a w ɨ b ɨ,AE P S AO R B AO V AE W IX B IX
absorbowałybyście,a p s ɔ r b ɔ v a w ɨ b ɨ ɕ t͡ɕ ɛ,AE P S AO R B AO V AE W IX B IX EH
absorbowałybyśmy,a p s ɔ r b ɔ v a w ɨ b ɨ ɕ m ɨ,AE P S AO R B AO V AE W IX B IX M IX
absorbowałyście,a p s ɔ r b ɔ v a w ɨ ɕ t͡ɕ ɛ,AE P S AO R B AO V AE W IX EH
absorbowałyśmy,a p s ɔ r b ɔ v a w ɨ ɕ m ɨ,AE P S AO R B AO V AE W IX M IX
absorbuj,a p s ɔ r b u j,AE P S AO R B UW Y
absorbujcie,a p s ɔ r b u j t͡ɕ ɛ,AE P S AO R B UW Y EH
absorbuje,a p s ɔ r b u j ɛ,AE P S AO R B UW Y EH
absorbujecie,a p s ɔ r b u j ɛ t͡ɕ ɛ,AE P S AO R B UW Y EH EH
absorbujemy,a p s ɔ r b u j ɛ m ɨ,AE P S AO R B UW Y EH M IX
absorbujesz,a p s ɔ r b u j ɛ ʂ,AE P S AO R B UW Y EH
absorbujmy,a p s ɔ r b u j m ɨ,AE P S AO R B UW Y M IX
absorbują,a p s ɔ r b u j ɔ̃,AE P S AO R B UW Y AO
absorbując,a p s ɔ r b u j ɔ n t͡s,AE P S AO R B UW Y AO N
absorbująca,a p s ɔ r b u j ɔ n t͡s a,AE P S AO R B UW Y AO N AE
absorbujące,a p s ɔ r b u j ɔ n t͡s ɛ,AE P S AO R B UW Y AO N EH
absorbującego,a p s ɔ r b u j ɔ n t͡s ɛ ɡ ɔ,AE P S AO R B UW Y AO N EH G AO
absorbującej,a p s ɔ r b u j ɔ n t͡s ɛ j,AE P S AO R B UW Y AO N EH Y
absorbującemu,a p s ɔ r b u j ɔ n t͡s ɛ m u,AE P S AO R B UW Y AO N EH M UW
absorbujący,a p s ɔ r b u j ɔ n t͡s ɨ,AE P S AO R B UW Y AO N IX
absorbujących,a p s ɔ r b u j ɔ n t͡s ɨ x,AE P S AO R B UW Y AO N IX
absorbującym,a p s ɔ r b u j ɔ n t͡s ɨ m,AE P S AO R B UW Y AO N IX M
absorbującymi,a p s ɔ r b u j ɔ n t͡s ɨ mʲ i,AE P S AO R B UW Y AO N IX M IH
absorbującą,a p s ɔ r b u j ɔ n t͡s ɔ̃,AE P S AO R B UW Y AO N AO
absorbuję,a p s ɔ r b u j ɛ,AE P S AO R B UW Y EH
absorpcja,a p s ɔ r p t͡s j a,AE P S AO R P Y AE
absorpcjach,a p s ɔ r p t͡s j a x,AE P S AO R P Y AE
absorpcjami,a p s ɔ r p t͡s j a mʲ i,AE P S AO R P Y AE M IH
absorpcje,a p s ɔ r p t͡s j ɛ,AE P S AO R P Y EH
absorpcji,a p s ɔ r p t͡s j i,AE P S AO R P Y IH
absorpcjo,a p s ɔ r p t͡s j ɔ,AE P S AO R P Y AO
absorpcjom,a p s ɔ r p t͡s j ɔ m,AE P S AO R P Y AO M
absorpcją,a p s ɔ r p t͡s j ɔ̃,AE P S AO R P Y AO
absorpcję,a p s ɔ r p t͡s j ɛ,AE P S AO R P Y EH
absorpcyj,a p s ɔ r p t͡s ɨ j,AE P S AO R P IX Y
absorpcyjna,a p s ɔ r p t͡s ɨ j n a,AE P S AO R P IX Y N AE
absorpcyjne,a p s ɔ r p t͡s ɨ j n ɛ,AE P S AO R P IX Y N EH
absorpcyjnego,a p s ɔ r p t͡s ɨ j n ɛ ɡ ɔ,AE P S AO R P IX Y N EH G AO
absorpcyjnej,a p s ɔ r p t͡s ɨ j n ɛ j,AE P S AO R P IX Y N EH Y
absorpcyjnemu,a p s ɔ r p t͡s ɨ j n ɛ m u,AE P S AO R P IX Y N EH M UW
absorpcyjni,a p s ɔ r p t͡s ɨ j ɲ i,AE P S AO R P IX Y IH
absorpcyjności,a p s ɔ r p t͡s ɨ j n ɔ ɕ t͡ɕ i,AE P S AO R P IX Y N AO IH
absorpcyjnością,a p s ɔ r p t͡s ɨ j n ɔ ɕ t͡ɕ ɔ̃,AE P S AO R P IX Y N AO AO
absorpcyjność,a p s ɔ r p t͡s ɨ j n ɔ ɕ t͡ɕ,AE P S AO R P IX Y N AO
absorpcyjny,a p s ɔ r p t͡s ɨ j n ɨ,AE P S AO R P IX Y N IX
absorpcyjnych,a p s ɔ r p t͡s ɨ j n ɨ x,AE P S AO R P IX Y N IX
absorpcyjnym,a p s ɔ r p t͡s ɨ j n ɨ m,AE P S AO R P IX Y N IX M
absorpcyjnymi,a p s ɔ r p t͡s ɨ j n ɨ mʲ i,AE P S AO R P IX Y N IX M IH
absorpcyjną,a p s ɔ r p t͡s ɨ j n ɔ̃,AE P S AO R P IX Y N AO
abstrahować,a p s t r a x ɔ v a t͡ɕ,AE P S T R AE AO V AE
abstrakcja,a p s t r a k t͡s j a,AE P S T R AE K Y AE
abstrakcjach,a p s t r a k t͡s j a x,AE P S T R AE K Y AE
abstrakcjami,a p s t r a k t͡s j a mʲ i,AE P S T R AE K Y AE M IH
abstrakcje,a p s t r a k t͡s j ɛ,AE P S T R AE K Y EH
abstrakcji,a p s t r a k t͡s j i,AE P S T R AE K Y IH
abstrakcjo,a p s t r a k t͡s j ɔ,AE P S T R AE K Y AO
abstrakcjom,a p s t r a k t͡s j ɔ m,AE P S T R AE K Y AO M
abstrakcjonizmem,a p s t r a k t͡s j ɔ ɲ i z m ɛ m,AE P S T R AE K Y AO IH Z M EH M
abstrakcjonizmie,a p s t r a k t͡s j ɔ ɲ i z mʲ ɛ,AE P S T R AE K Y AO IH Z M EH
abstrakcjonizmowi,a p s t r a k t͡s j ɔ ɲ i z m ɔ vʲ i,AE P S T R AE K Y AO IH Z M AO V IH
abstrakcjonizmu,a p s t r a k t͡s j ɔ ɲ i z m u,AE P S T R AE K Y AO IH Z M UW
abstrakcją,a p s t r a k t͡s j ɔ̃,AE P S T R AE K Y AO
abstrakcję,a p s t r a k t͡s j ɛ,AE P S T R AE K Y EH
abstrakcyj,a p s t r a k t͡s ɨ j,AE P S T R AE K IX Y
abstynenci,a p s t ɨ n ɛ n t͡ɕ i,AE P S T IX N EH N IH
abstynencie,a p s t ɨ n ɛ n t͡ɕ ɛ,AE P S T IX N EH N EH
abstynencja,a p s t ɨ n ɛ n t͡s j a,AE P S T IX N EH N Y AE
abstynencjach,a p s t ɨ n ɛ n t͡s j a x,AE P S T IX N EH N Y AE
abstynencjami,a p s t ɨ n ɛ n t͡s j a mʲ i,AE P S T IX N EH N Y AE M IH
abstynencje,a p s t ɨ n ɛ n t͡s j ɛ,AE P S T IX N EH N Y EH
abstynencji,a p s t ɨ n ɛ n t͡s j i,AE P S T IX N EH N Y IH
abstynencjo,a p s t ɨ n ɛ n t͡s j ɔ,AE P S T IX N EH N Y AO
abstynencjom,a p s t ɨ n ɛ n t͡s j ɔ m,AE P S T IX N EH N Y AO M
abstynencją,a p s t ɨ n ɛ n t͡s j ɔ̃,AE P S T IX N EH N Y AO
abstynencję,a p s t ɨ n ɛ n t͡s j ɛ,AE P S T IX N EH N Y EH
abstynencyj,a p s t ɨ n ɛ n t͡s ɨ j,AE P S T IX N EH N IX Y
abstynent,a p s t ɨ n ɛ n t,AE P S T IX N EH N T
abstynenta,a p s t ɨ n ɛ n t a,AE P S T IX N EH N T AE
abstynentach,a p s t ɨ n ɛ n t a x,AE P S T IX N EH N T AE
abstynentami,a p s t ɨ n ɛ n t a mʲ i,AE P S T IX N EH N T AE M IH
abstynentem,a p s t ɨ n ɛ n t ɛ m,AE P S T IX N EH N T EH M
abstynentka,a p s t ɨ n ɛ n t k a,AE P S T IX N EH N T K AE
abstynentom,a p s t ɨ n ɛ n t ɔ m,AE P S T IX N EH N T AO M
abstynentowi,a p s t ɨ n ɛ n t ɔ vʲ i,AE P S T IX N EH N T AO V IH
abstynentów,a p s t ɨ n ɛ n t u f,AE P S T IX N EH N T UW F
absurd,a p s u r t,AE P S UW R T
absurdach,a p s u r d a x,AE P S UW R D AE
absurdalnie,a p s u r d a l ɲ ɛ,AE P S UW R D AE L EH
absurdalniej,a p s u r d a l ɲ ɛ j,AE P S UW R D AE L EH Y
absurdalniejszego,a p s u r d a l ɲ ɛ j ʂ ɛ ɡ ɔ,AE P S UW R D AE L EH Y EH G AO
absurdalniejszy,a p s u r d a l ɲ ɛ j ʂ ɨ,AE P S UW R D AE L EH Y IX
absurdalność,a p s u r d a l n ɔ ɕ t͡ɕ,AE P S UW R D AE L N AO
absurdalny,a p s u r d a l n ɨ,AE P S UW R D AE L N IX
absurdami,a p s u r d a mʲ i,AE P S UW R D AE M IH
absurdem,a p s u r d ɛ m,AE P S UW R D EH M
absurdom,a p s u r d ɔ m,AE P S UW R D AO M
absurdowi,a p s u r d ɔ vʲ i,AE P S UW R D AO V IH
absurdu,a p s u r d u,AE P S UW R D UW
absurdy,a p s u r d ɨ,AE P S UW R D IX
absurdyzm,a p s u r d ɨ z m,AE P S UW R D IX Z M
absurdyzmem,a p s u r d ɨ z m ɛ m,AE P S UW R D IX Z M EH M
absurdyzmie,a p s u r d ɨ z mʲ ɛ,AE P S UW R D IX Z M EH
absurdyzmowi,a p s u r d ɨ z m ɔ vʲ i,AE P S UW R D IX Z M AO V IH
absurdyzmu,a p s u r d ɨ z m u,AE P S UW R D IX Z M UW
absurdzie,a p s u r d͡ʑ ɛ,AE P S UW R EH
absurdów,a p s u r d u f,AE P S UW R D UW F
absyncie,a p s ɨ n t͡ɕ ɛ,AE P S IX N EH
absynt,a p s ɨ n t,AE P S IX N T
absyntach,a p s ɨ n t a x,AE P S IX N T AE
absyntami,a p s ɨ n t a mʲ i,AE P S IX N T AE M IH
absyntem,a p s ɨ n t ɛ m,AE P S IX N T EH M
absyntom,a p s ɨ n t ɔ m,AE P S IX N T AO M
absyntowi,a p s ɨ n t ɔ vʲ i,AE P S IX N T AO V IH
absyntowy,a p s ɨ n t ɔ v ɨ,AE P S IX N T AO V IX
absyntu,a p s ɨ n t u,AE P S IX N T UW
absynty,a p s ɨ n t ɨ,AE P S IX N T IX
absyntów,a p s ɨ n t u f,AE P S IX N T UW F
absztyfikant,a p ʂ t ɨ fʲ i k a n t,AE P T IX F IH K AE N T
abudża,a b u d͡ʐ a,AE B UW AE
abw,a b ɛ v u,AE B EH V UW
aby,a b ɨ,AE B IX
abym,a b ɨ m,AE B IX M
abyś,a b ɨ ɕ,AE B IX
abyśmy,a b ɨ ɕ m ɨ,AE B IX M IX
acetamid,a t͡s ɛ t a mʲ i t,AE EH T AE M IH T
acetamidem,a t͡s ɛ t a mʲ i d ɛ m,AE EH T AE M IH D EH M
acetamidowi,a t͡s ɛ t a mʲ i d ɔ vʲ i,AE EH T AE M IH D AO V IH
acetamidu,a t͡s ɛ t a mʲ i d u,AE EH T AE M IH D UW
acetamidzie,a t͡s ɛ t a mʲ i d͡ʑ ɛ,AE EH T AE M IH EH
aceton,a t͡s ɛ t ɔ n,AE EH T AO N
acetonach,a t͡s ɛ t ɔ n a x,AE EH T AO N AE
acetonami,a t͡s ɛ t ɔ n a mʲ i,AE EH T AO N AE M IH
acetonem,a t͡s ɛ t ɔ n ɛ m,AE EH T AO N EH M
acetonie,a t͡s ɛ t ɔ ɲ ɛ,AE EH T AO EH
acetonom,a t͡s ɛ t ɔ n ɔ m,AE EH T AO N AO M
acetonowi,a t͡s ɛ t ɔ n ɔ vʲ i,AE EH T AO N AO V IH
acetonu,a t͡s ɛ t ɔ n u,AE EH T AO N UW
acetony,a t͡s ɛ t ɔ n ɨ,AE EH T AO N IX
acetonów,a t͡s ɛ t ɔ n u f,AE EH T AO N UW F
acetylen,a t͡s ɛ t ɨ l ɛ n,AE EH T IX L EH N
acetylenem,a t͡s ɛ t ɨ l ɛ n ɛ m,AE EH T IX L EH N EH M
acetylenie,a t͡s ɛ t ɨ l ɛ ɲ ɛ,AE EH T IX L EH EH
acetylenowi,a t͡s ɛ t ɨ l ɛ n ɔ vʲ i,AE EH T IX L EH N AO V IH
acetylenu,a t͡s ɛ t ɨ l ɛ n u,AE EH T IX L EH N UW
achilles,a xʲ i l l ɛ s,AE IH L L EH S
achromatopsja,a x r ɔ m a t ɔ p s j a,AE R AO M AE T AO P S Y AE
achromatopsjach,a x r ɔ m a t ɔ p s j a x,AE R AO M AE T AO P S Y AE
achromatopsjami,a x r ɔ m a t ɔ p s j a mʲ i,AE R AO M AE T AO P S Y AE M IH
achromatopsje,a x r ɔ m a t ɔ p s j ɛ,AE R AO M AE T AO P S Y EH
achromatopsji,a x r ɔ m a t ɔ p s j i,AE R AO M AE T AO P S Y IH
achromatopsjo,a x r ɔ m a t ɔ p s j ɔ,AE R AO M AE T AO P S Y AO
achromatopsjom,a x r ɔ m a t ɔ p s j ɔ m,AE R AO M AE T AO P S Y AO M
achromatopsją,a x r ɔ m a t ɔ p s j ɔ̃,AE R AO M AE T AO P S Y AO
achromatopsję,a x r ɔ m a t ɔ p s j ɛ,AE R AO M AE T AO P S Y EH
achromatopsyj,a x r ɔ m a t ɔ p s ɨ j,AE R AO M AE T AO P S IX Y
achterdek,a x t ɛ r d ɛ k,AE T EH R D EH K
acz,a t͡ʂ,AE
aczkolwiek,a t͡ʂ k ɔ l vʲ ɛ k,AE K AO L V EH K
ada,a d a,AE D AE
adach,a d a x,AE D AE
adam,a d a m,AE D AE M
adamczak,a d a m t͡ʂ a k,AE D AE M AE K
adamczyk,a d a m t͡ʂ ɨ k,AE D AE M IX K
adamek,a d a m ɛ k,AE D AE M EH K
adamiak,a d a mʲ a k,AE D AE M AE K
adamiec,a d a mʲ ɛ t͡s,AE D AE M EH
adamik,a d a mʲ i k,AE D AE M IH K
adamkiewicz,a d a m kʲ ɛ vʲ i t͡ʂ,AE D AE M K EH V IH
adamkowicz,a d a m k ɔ vʲ i t͡ʂ,AE D AE M K AO V IH
adamowicz,a d a m ɔ vʲ i t͡ʂ,AE D AE M AO V IH
adamska,a d a m s k a,AE D AE M S K AE
adamski,a d a m s kʲ i,AE D AE M S K IH
adamus,a d a m u s,AE D AE M UW S
adapter,a d a p t ɛ r,AE D AE P T EH R
adaptera,a d a p t ɛ r a,AE D AE P T EH R AE
adapterach,a d a p t ɛ r a x,AE D AE P T EH R AE
adapterami,a d a p t ɛ r a mʲ i,AE D AE P T EH R AE M IH
adapterem,a d a p t ɛ r ɛ m,AE D AE P T EH R EH M
adapterom,a d a p t ɛ r ɔ m,AE D AE P T EH R AO M
adapterowi,a d a p t ɛ r ɔ vʲ i,AE D AE P T EH R AO V IH
adapteru,a d a p t ɛ r u,AE D AE P T EH R UW
adaptery,a d a p t ɛ r ɨ,AE D AE P T EH R IX
adapterze,a d a p t ɛ ʐ ɛ,AE D AE P T EH EH
adapterów,a d a p t ɛ r u f,AE D AE P T EH R UW F
adasiak,a d a ɕ a k,AE D AE AE K
adasiek,a d a ɕ ɛ k,AE D AE EH K
adasiewicz,a d a ɕ ɛ vʲ i t͡ʂ,AE D AE EH V IH
adasik,a d a ɕ i k,AE D AE IH K
adaszkiewicz,a d a ʂ kʲ ɛ vʲ i t͡ʂ,AE D AE K EH V IH
adaś,a d a ɕ,AE D AE
adaśko,a d a ɕ k ɔ,AE D AE K AO
addycja,a d d ɨ t͡s j a,AE D D IX Y AE
adekwatnie,a d ɛ k f a t ɲ ɛ,AE D EH K F AE T EH
adekwatniej,a d ɛ k f a t ɲ ɛ j,AE D EH K F AE T EH Y
adekwatniejszego,a d ɛ k f a t ɲ ɛ j ʂ ɛ ɡ ɔ,AE D EH K F AE T EH Y EH G AO
adekwatniejszy,a d ɛ k f a t ɲ ɛ j ʂ ɨ,AE D EH K F AE T EH Y IX
adekwatny,a d ɛ k f a t n ɨ,AE D EH K F AE T N IX
adelajda,a d ɛ l a j d a,AE D EH L AE Y D AE
adepci,a d ɛ p t͡ɕ i,AE D EH P IH
adepcie,a d ɛ p t͡ɕ ɛ,AE D EH P EH
adept,a d ɛ p t,AE D EH P T
adepta,a d ɛ p t a,AE D EH P T AE
adeptach,a d ɛ p t a x,AE D EH P T AE
adeptami,a d ɛ p t a mʲ i,AE D EH P T AE M IH
adeptem,a d ɛ p t ɛ m,AE D EH P T EH M
adeptom,a d ɛ p t ɔ m,AE D EH P T AO M
adeptowi,a d ɛ p t ɔ vʲ i,AE D EH P T AO V IH
adeptów,a d ɛ p t u f,AE D EH P T UW F
adherent,a t x ɛ r ɛ n t,AE T EH R EH N T
adhezja,a t x ɛ z j a,AE T EH Z Y AE
adiutanci,a d j u t a n t͡ɕ i,AE D Y UW T AE N IH
adiutancie,a d j u t a n t͡ɕ ɛ,AE D Y UW T AE N EH
adiutant,a d j u t a n t,AE D Y UW T AE N T
adiutanta,a d j u t a n t a,AE D Y UW T AE N T AE
adiutantach,a d j u t a n t a x,AE D Y UW T AE N T AE
adiutantami,a d j u t a n t a mʲ i,AE D Y UW T AE N T AE M IH
adiutantem,a d j u t a n t ɛ m,AE D Y UW T AE N T EH M
adiutantom,a d j u t a n t ɔ m,AE D Y UW T AE N T AO M
adiutantowi,a d j u t a n t ɔ vʲ i,AE D Y UW T AE N T AO V IH
adiutantów,a d j u t a n t u f,AE D Y UW T AE N T UW F
administracja,a d mʲ i ɲ i s t r a t͡s j a,AE D M IH IH S T R AE Y AE
administracjach,a d mʲ i ɲ i s t r a t͡s j a x,AE D M IH IH S T R AE Y AE
administracjami,a d mʲ i ɲ i s t r a t͡s j a mʲ i,AE D M IH IH S T R AE Y AE M IH
administracje,a d mʲ i ɲ i s t r a t͡s j ɛ,AE D M IH IH S T R AE Y EH
administracji,a d mʲ i ɲ i s t r a t͡s j i,AE D M IH IH S T R AE Y IH
administracjo,a d mʲ i ɲ i s t r a t͡s j ɔ,AE D M IH IH S T R AE Y AO
administracjom,a d mʲ i ɲ i s t r a t͡s j ɔ m,AE D M IH IH S T R AE Y AO M
administracją,a d mʲ i ɲ i s t r a t͡s j ɔ̃,AE D M IH IH S T R AE Y AO
administrację,a d mʲ i ɲ i s t r a t͡s j ɛ,AE D M IH IH S T R AE Y EH
administracyj,a d mʲ i ɲ i s t r a t͡s ɨ j,AE D M IH IH S T R AE IX Y
administracyjny,a d mʲ i ɲ i s t r a t͡s ɨ j n ɨ,AE D M IH IH S T R AE IX Y N IX
administrator,a d mʲ i ɲ i s t r a t ɔ r,AE D M IH IH S T R AE T AO R
administratora,a d mʲ i ɲ i s t r a t ɔ r a,AE D M IH IH S T R AE T AO R AE
administratorach,a d mʲ i ɲ i s t r a t ɔ r a x,AE D M IH IH S T R AE T AO R AE
administratorami,a d mʲ i ɲ i s t r a t ɔ r a mʲ i,AE D M IH IH S T R AE T AO R AE M IH
administratorce,a d mʲ i ɲ i s t r a t ɔ r t͡s ɛ,AE D M IH IH S T R AE T AO R EH
administratorek,a d mʲ i ɲ i s t r a t ɔ r ɛ k,AE D M IH IH S T R AE T AO R EH K
administratorem,a d mʲ i ɲ i s t r a t ɔ r ɛ m,AE D M IH IH S T R AE T AO R EH M
administratorka,a d mʲ i ɲ i s t r a t ɔ r k a,AE D M IH IH S T R AE T AO R K AE
administratorkach,a d mʲ i ɲ i s t r a t ɔ r k a x,AE D M IH IH S T R AE T AO R K AE
administratorkami,a d mʲ i ɲ i s t r a t ɔ r k a mʲ i,AE D M IH IH S T R AE T AO R K AE M IH
administratorki,a d mʲ i ɲ i s t r a t ɔ r kʲ i,AE D M IH IH S T R AE T AO R K IH
administratorko,a d mʲ i ɲ i s t r a t ɔ r k ɔ,AE D M IH IH S T R AE T AO R K AO
administratorkom,a d mʲ i ɲ i s t r a t ɔ r k ɔ m,AE D M IH IH S T R AE T AO R K AO M
administratorką,a d mʲ i ɲ i s t r a t ɔ r k ɔ̃,AE D M IH IH S T R AE T AO R K AO
administratorkę,a d mʲ i ɲ i s t r a t ɔ r k ɛ,AE D M IH IH S T R AE T AO R K EH
administratorom,a d mʲ i ɲ i s t r a t ɔ r ɔ m,AE D M IH IH S T R AE T AO R AO M
administratorowi,a d mʲ i ɲ i s t r a t ɔ r ɔ vʲ i,AE D M IH IH S T R AE T AO R AO V IH
administratorze,a d mʲ i ɲ i s t r a t ɔ ʐ ɛ,AE D M IH IH S T R AE T AO EH
administratorzy,a d mʲ i ɲ i s t r a t ɔ ʐ ɨ,AE D M IH IH S T R AE T AO IX
administratorów,a d mʲ i ɲ i s t r a t ɔ r u f,AE D M IH IH S T R AE T AO R UW F
