word,ipa,ARPAbet
aidattu,ɑ i̯ d ɑ tː u,AA IH D AA T UW
aidoittaminen,ɑ i̯ d o i̯ tː ɑ m i n e n,AA IH D OH IH T AA M IH N EH N
aids,ɑ i̯ d s,AA IH D S
aie,ɑ i̯ eˣ,AA IH EH
aientaa,ɑ i̯ e n t ɑː,AA IH EH N T AA
aientaa,ɑ i̯ e n t ɑːˣ,AA IH EH N T AA
aientaminen,ɑ i̯ e n t ɑ m i n e n,AA IH EH N T AA M IH N EH N
aihe,ɑ i̯ h eˣ,AA IH HH EH
aiheellistaa,ɑ i̯ h eː lː i s t ɑːˣ,AA IH HH EH L IH S T AA
aiheellistaminen,ɑ i̯ h eː lː i s t ɑ m i n e n,AA IH HH EH L IH S T AA M IH N EH N
aiheellistuminen,ɑ i̯ h eː lː i s t u m i n e n,AA IH HH EH L IH S T UW M IH N EH N
aiheeton,ɑ i̯ h eː t o n,AA IH HH EH T OH N
aihekokonaisuus,ɑ i̯ h eˣ k o k o n ɑ i̯ s uː s,AA IH HH EH K OH K OH N AA IH S UW S
aihetodiste,ɑ i̯ h eˣ t o d i s t eˣ,AA IH HH EH T OH D IH S T EH
aiheuttaa,ɑ i̯ h e u tː ɑːˣ,AA IH HH EH UW T AA
aiheuttaminen,ɑ i̯ h e u tː ɑ m i n e n,AA IH HH EH UW T AA M IH N EH N
aiheutua,ɑ i̯ h e u t u ɑˣ,AA IH HH EH UW T UW AA
aiheutuminen,ɑ i̯ h e u t u m i n e n,AA IH HH EH UW T UW M IH N EH N
aihio,ɑ i̯ h i o,AA IH HH IH OH
aija,ɑ i̯ j ɑ,AA IH Y AA
aijai,ɑ i̯ j ɑ i̯,AA IH Y AA IH
aika,ɑ i̯ k ɑ,AA IH K AA
aikaan,ɑ i̯ k ɑː n,AA IH K AA N
aikaansaada,ɑ i̯ k ɑː n s ɑː d ɑˣ,AA IH K AA N S AA D AA
aikaansaaminen,ɑ i̯ k ɑː n s ɑː m i n e n,AA IH K AA N S AA M IH N EH N
aikaansaavuus,ɑ i̯ k ɑː n s ɑː ʋ uː s,AA IH K AA N S AA UW S
aikaerotteinen,ɑ i̯ k ɑ e r o tː e i̯ n e n,AA IH K AA EH R OH T EH IH N EH N
aikaikkuna,ɑ i̯ k ɑ i kː u n ɑ,AA IH K AA IH K UW N AA
aikaileminen,ɑ i̯ k ɑ i̯ l e m i n e n,AA IH K AA IH L EH M IH N EH N
aikailla,ɑ i̯ k ɑ i̯ lː ɑˣ,AA IH K AA IH L AA
aikaillen,ɑ i̯ k ɑ i̯ lː e n,AA IH K AA IH L EH N
aikainen,ɑ i̯ k ɑ i̯ n e n,AA IH K AA IH N EH N
aikaisemmin,ɑ i̯ k ɑ i̯ s e mː i n,AA IH K AA IH S EH M IH N
aikaisheteisyys,ɑ i̯ k ɑ i̯ s h e t e i̯ s yː s,AA IH K AA IH S HH EH T EH IH S S
aikaisimmin,ɑ i̯ k ɑ i̯ s i mː i n,AA IH K AA IH S IH M IH N
aikaistaa,ɑ i̯ k ɑ i̯ s t ɑːˣ,AA IH K AA IH S T AA
aikaistaminen,ɑ i̯ k ɑ i̯ s t ɑ m i n e n,AA IH K AA IH S T AA M IH N EH N
aikaistua,ɑ i̯ k ɑ i̯ s t u ɑˣ,AA IH K AA IH S T UW AA
aikaistuminen,ɑ i̯ k ɑ i̯ s t u m i n e n,AA IH K AA IH S T UW M IH N EH N
aikajakso,ɑ i̯ k ɑ j ɑ k s o,AA IH K AA Y AA K S OH
aikakatkaista,ɑ i̯ k ɑ k ɑ t k ɑ i̯ s t ɑˣ,AA IH K AA K AA T K AA IH S T AA
aikakatkaisu,ɑ i̯ k ɑ k ɑ t k ɑ i̯ s u,AA IH K AA K AA T K AA IH S UW
aikakausi,ɑ i̯ k ɑ k ɑ u̯ s i,AA IH K AA K AA W S IH
aikakauslehtipaperi,ɑ i̯ k ɑ k ɑ u̯ s l e h t i p ɑ p e r i,AA IH K AA K AA W S L EH HH T IH P AA P EH R IH
aikakoodi,ɑ i̯ k ɑ k oː d i,AA IH K AA K OH D IH
aikalainen,ɑ i̯ k ɑ l ɑ i̯ n e n,AA IH K AA L AA IH N EH N
aikalaskelma,ɑ i̯ k ɑ l ɑ s k e l m ɑ,AA IH K AA L AA S K EH L M AA
aikamatka,ɑ i̯ k ɑ m ɑ t k ɑ,AA IH K AA M AA T K AA
aikamatkaaja,ɑ i̯ k ɑ m ɑ t k ɑː j ɑ,AA IH K AA M AA T K AA Y AA
aikamatkailu,ɑ i̯ k ɑ m ɑ t k ɑ i̯ l u,AA IH K AA M AA T K AA IH L UW
aikamoinen,ɑ i̯ k ɑ m o i̯ n e n,AA IH K AA M OH IH N EH N
aikamuoto,ɑ i̯ k ɑ m u o̯ t o,AA IH K AA M UW OH T OH
aikana,ɑ i̯ k ɑ n ɑ,AA IH K AA N AA
aikanaan,ɑ i̯ k ɑ n ɑː n,AA IH K AA N AA N
aikaohjaus,ɑ i̯ k ɑ o h j ɑ u s,AA IH K AA OH HH Y AA UW S
aikapallo,ɑ i̯ k ɑ p ɑ lː o,AA IH K AA P AA L OH
aikapula,ɑ i̯ k ɑ p u l ɑ,AA IH K AA P UW L AA
aikaraja,ɑ i̯ k ɑ r ɑ j ɑ,AA IH K AA R AA Y AA
aikasakko,ɑ i̯ k ɑ s ɑ kː o,AA IH K AA S AA K OH
aikasarja,ɑ i̯ k ɑ s ɑ r j ɑ,AA IH K AA S AA R Y AA
aikatauluttaa,ɑ i̯ k ɑ t ɑ u̯ l u tː ɑːˣ,AA IH K AA T AA W L UW T AA
aikatauluttaminen,ɑ i̯ k ɑ t ɑ u l u tː ɑ m i n e n,AA IH K AA T AA UW L UW T AA M IH N EH N
aikatyö,ɑ i̯ k ɑ t y ø̯,AA IH K AA T
aikaväli,ɑ i̯ k ɑ ʋ æ l i,AA IH K AA L IH
aikeissa,ɑ i̯ k e i̯ sː ɑ,AA IH K EH IH S AA
aikido,ɑ i̯ k i d o,AA IH K IH D OH
aikoa,ɑ i̯ k o ɑˣ,AA IH K OH AA
aikoinaan,ɑ i̯ k o i̯ n ɑː n,AA IH K OH IH N AA N
aikominen,ɑ i̯ k o m i n e n,AA IH K OH M IH N EH N
aikuinen,ɑ i̯ k u i̯ n e n,AA IH K UW IH N EH N
aikuislapsi,ɑ i̯ k u i̯ s l ɑ p s i,AA IH K UW IH S L AA P S IH
aikuistua,ɑ i̯ k u i̯ s t u ɑˣ,AA IH K UW IH S T UW AA
aikuistuminen,ɑ i̯ k u i̯ s t u m i n e n,AA IH K UW IH S T UW M IH N EH N
aikuistuttava,ɑ i̯ k u i̯ s t u tː ɑ ʋ ɑ,AA IH K UW IH S T UW T AA AA
aikuistuttu,ɑ i̯ k u i̯ s t u tː u,AA IH K UW IH S T UW T UW
aila,ɑ i̯ l ɑ,AA IH L AA
ailahdella,ɑ i̯ l ɑ h d e lː ɑˣ,AA IH L AA HH D EH L AA
ailahdellen,ɑ i̯ l ɑ h d e lː e n,AA IH L AA HH D EH L EH N
ailahtaa,ɑ i̯ l ɑ h t ɑːˣ,AA IH L AA HH T AA
ailahtaminen,ɑ i̯ l ɑ h t ɑ m i n e n,AA IH L AA HH T AA M IH N EH N
ailahteleminen,ɑ i̯ l ɑ h t e l e m i n e n,AA IH L AA HH T EH L EH M IH N EH N
aili,ɑ i̯ l i,AA IH L IH
ailurofobia,ɑ i̯ l u r o f o b i ɑ,AA IH L UW R OH F OH B IH AA
aimo,ɑ i̯ m o,AA IH M OH
aina,ɑ i̯ n ɑ,AA IH N AA
aine,ɑ i̯ n eˣ,AA IH N EH
aineellinen,ɑ i̯ n eː lː i n e n,AA IH N EH L IH N EH N
aineellistaa,ɑ i̯ n eː lː i s t ɑːˣ,AA IH N EH L IH S T AA
aineellistaminen,ɑ i̯ n eː lː i s t ɑ m i n e n,AA IH N EH L IH S T AA M IH N EH N
aineellistuminen,ɑ i̯ n eː lː i s t u m i n e n,AA IH N EH L IH S T UW M IH N EH N
aineenvaihdunta,ɑ i̯ n eː n ʋ ɑ i̯ h d u n t ɑ,AA IH N EH N AA IH HH D UW N T AA
aineet,ɑ i̯ n eː t,AA IH N EH T
aineeton,ɑ i̯ n eː t o n,AA IH N EH T OH N
ainehiukkanen,ɑ i̯ n eˣ h i u̯ kː ɑ n e n,AA IH N EH HH IH W K AA N EH N
aineisto,ɑ i̯ n e i̯ s t o,AA IH N EH IH S T OH
aineistotietokanta,ɑ i̯ n e i̯ s t o t i e̯ t o k ɑ n t ɑ,AA IH N EH IH S T OH T IH EH T OH K AA N T AA
aineistua,ɑ i̯ n e i̯ s t u ɑˣ,AA IH N EH IH S T UW AA
aineistuminen,ɑ i̯ n e i̯ s t u m i n e n,AA IH N EH IH S T UW M IH N EH N
ainemäärä,ɑ i̯ n eˣ m æː r æ,AA IH N EH M R
aineoppi,ɑ i̯ n eˣ o pː i,AA IH N EH OH P IH
aineryhmä,ɑ i̯ n eˣ r y h m æ,AA IH N EH R HH M
aines,ɑ i̯ n e s,AA IH N EH S
ainesana,ɑ i̯ n eˣ s ɑ n ɑ,AA IH N EH S AA N AA
ainesosa,ɑ i̯ n e s o s ɑ,AA IH N EH S OH S AA
aini,ɑ i̯ n i,AA IH N IH
ainikki,ɑ i̯ n i kː i,AA IH N IH K IH
aino,ɑ i̯ n o,AA IH N OH
ainoa,ɑ i̯ n o ɑ,AA IH N OH AA
ainokainen,ɑ i̯ n o k ɑ i̯ n e n,AA IH N OH K AA IH N EH N
ainuntaa,ɑ i̯ n u n t ɑːˣ,AA IH N UW N T AA
ainut,ɑ i̯ n u t,AA IH N UW T
aio,ɑ i̯ oˣ,AA IH OH
aioli,ɑ i̯ o l i,AA IH OH L IH
aiolinen,ɑ i̯ o l i n e n,AA IH OH L IH N EH N
aion,ɑ i̯ o n,AA IH OH N
aioni,ɑ i̯ o n i,AA IH OH N IH
aira,ɑ i̯ r ɑ,AA IH R AA
airi,ɑ i̯ r i,AA IH R IH
airo,ɑ i̯ r o,AA IH R OH
airut,ɑ i̯ r u t,AA IH R UW T
ais,ɑ i̯ s,AA IH S
aisa,ɑ i̯ s ɑ,AA IH S AA
aisaaminen,ɑ i̯ s ɑː m i n e n,AA IH S AA M IH N EH N
aisakeinu,ɑ i̯ s ɑ k e i̯ n u,AA IH S AA K EH IH N UW
aisankannatin,ɑ i̯ s ɑ n k ɑ nː ɑ t i n,AA IH S AA N K AA N AA T IH N
aisti,ɑ i̯ s t i,AA IH S T IH
aisti,ɑ i̯ s t iˣ,AA IH S T IH
aistia,ɑ i̯ s t i ɑ,AA IH S T IH AA
aistia,ɑ i̯ s t i ɑˣ,AA IH S T IH AA
aistielämys,ɑ i̯ s t i e l æ m y s,AA IH S T IH EH L M S
aistiharha,ɑ i̯ s t i h ɑ r h ɑ,AA IH S T IH HH AA R HH AA
aistikas,ɑ i̯ s t i k ɑ s,AA IH S T IH K AA S
aistin,ɑ i̯ s t i n,AA IH S T IH N
aistinelin,ɑ i̯ s t i n e l i n,AA IH S T IH N EH L IH N
aistinsisältö,ɑ i̯ s t i n s i s æ l t ø,AA IH S T IH N S IH S L T
aita,ɑ i̯ t ɑ,AA IH T AA
aitaa,ɑ i̯ t ɑː,AA IH T AA
aitaa,ɑ i̯ t ɑːˣ,AA IH T AA
aitaamaton,ɑ i̯ t ɑː m ɑ t o n,AA IH T AA M AA T OH N
aitaaminen,ɑ i̯ t ɑː m i n e n,AA IH T AA M IH N EH N
aitio,ɑ i̯ t i o,AA IH T IH OH
aito,ɑ i̯ t o,AA IH T OH
aitoa,ɑ i̯ t o ɑ,AA IH T OH AA
aitoa,ɑ i̯ t o ɑˣ,AA IH T OH AA
aitoakseen,ɑ i̯ t o ɑ k s eː n,AA IH T OH AA K S EH N
aitoja,ɑ i̯ t o j ɑ,AA IH T OH Y AA
aitolehti,ɑ i̯ t o l e h t i,AA IH T OH L EH HH T IH
aitomaksasammal,ɑ i̯ t o m ɑ k s ɑ s ɑ mː ɑ l,AA IH T OH M AA K S AA S AA M AA L
aitominen,ɑ i̯ t o m i n e n,AA IH T OH M IH N EH N
aitosammal,ɑ i̯ t o s ɑ mː ɑ l,AA IH T OH S AA M AA L
aitotumainen,ɑ i̯ t o t u m ɑ i̯ n e n,AA IH T OH T UW M AA IH N EH N
aitovirna,ɑ i̯ t o ʋ i r n ɑ,AA IH T OH IH R N AA
aitta,ɑ i̯ tː ɑ,AA IH T AA
aivan,ɑ i̯ ʋ ɑ n,AA IH AA N
aivastaa,ɑ i̯ ʋ ɑ s t ɑːˣ,AA IH AA S T AA
aivastava,ɑ i̯ ʋ ɑ s t ɑ ʋ ɑ,AA IH AA S T AA AA
aivasteleminen,ɑ i̯ ʋ ɑ s t e l e m i n e n,AA IH AA S T EH L EH M IH N EH N
aivastuttaminen,ɑ i̯ ʋ ɑ s t u tː ɑ m i n e n,AA IH AA S T UW T AA M IH N EH N
aivojumppa,ɑ i̯ ʋ o j u m pː ɑ,AA IH OH Y UW M P AA
aivokalvontulehdus,ɑ i̯ ʋ o k ɑ l ʋ o n t u l e h d u s,AA IH OH K AA L OH N T UW L EH HH D UW S
aivokirurgi,ɑ i̯ ʋ o k i r u r ɡ i,AA IH OH K IH R UW R G IH
aivokuolema,ɑ i̯ ʋ o k u o̯ l e m ɑ,AA IH OH K UW OH L EH M AA
aivokuorenalainen,ɑ i̯ ʋ o k u o̯ r e n ɑ l ɑ i̯ n e n,AA IH OH K UW OH R EH N AA L AA IH N EH N
aivokuori,ɑ i̯ ʋ o k u o̯ r i,AA IH OH K UW OH R IH
aivokurkiainen,ɑ i̯ ʋ o k u r k i ɑ i̯ n e n,AA IH OH K UW R K IH AA IH N EH N
aivokuume,ɑ i̯ ʋ o k uː m eˣ,AA IH OH K UW M EH
aivokäyrä,ɑ i̯ ʋ o k æ y̯ r æ,AA IH OH K R
aivolisäke,ɑ i̯ ʋ o l i s æ k eˣ,AA IH OH L IH S K EH
aivolohko,ɑ i̯ ʋ o l o h k o,AA IH OH L OH HH K OH
aivolymfooma,ɑ i̯ ʋ o l y m f oː m ɑ,AA IH OH L M F OH M AA
aivomato,ɑ i̯ ʋ o m ɑ t o,AA IH OH M AA T OH
aivopestä,ɑ i̯ ʋ o p e s t æˣ,AA IH OH P EH S T
aivosähkökäyrä,ɑ i̯ ʋ o s æ h k ø k æ y̯ r æ,AA IH OH S HH K K R
aivot,ɑ i̯ ʋ o t,AA IH OH T
aivotoiminta,ɑ i̯ ʋ o t o i̯ m i n t ɑ,AA IH OH T OH IH M IH N T AA
aivotrusti,ɑ i̯ ʋ o t r u s t i,AA IH OH T R UW S T IH
aivotyrä,ɑ i̯ ʋ o t y r æ,AA IH OH T R
aivotärähdys,ɑ i̯ ʋ o t æ r æ h d y s,AA IH OH T R HH D S
aivovamma,ɑ i̯ ʋ o ʋ ɑ mː ɑ,AA IH OH AA M AA
aivovaurio,ɑ i̯ ʋ o ʋ ɑ u̯ r i o,AA IH OH AA W R IH OH
aivoverenkiertohäiriö,ɑ i̯ ʋ o ʋ e r e n k i e̯ r t o h æ i̯ r i ø,AA IH OH EH R EH N K IH EH R T OH HH IH R IH
aja,ɑ j ɑˣ,AA Y AA
ajaa,ɑ j ɑːˣ,AA Y AA
ajaantuminen,ɑ j ɑː n t u m i n e n,AA Y AA N T UW M IH N EH N
ajallaan,ɑ j ɑ lː ɑː n,AA Y AA L AA N
ajallinen,ɑ j ɑ lː i n e n,AA Y AA L IH N EH N
ajamaan,ɑ j ɑ m ɑː n,AA Y AA M AA N
ajaminen,ɑ j ɑ m i n e n,AA Y AA M IH N EH N
ajan,ɑ j ɑ n,AA Y AA N
ajanhetki,ɑ j ɑ n h e t k i,AA Y AA N HH EH T K IH
ajankohtaistaminen,ɑ j ɑ ŋ k o h t ɑ i̯ s t ɑ m i n e n,AA Y AA NG K OH HH T AA IH S T AA M IH N EH N
ajankohtaistuminen,ɑ j ɑ n k o h t ɑ i̯ s t u m i n e n,AA Y AA N K OH HH T AA IH S T UW M IH N EH N
ajanlasku,ɑ j ɑ n l ɑ s k u,AA Y AA N L AA S K UW
ajanmukainen,ɑ j ɑ n m u k ɑ i̯ n e n,AA Y AA N M UW K AA IH N EH N
ajanmukaistuminen,ɑ j ɑ n m u k ɑ i̯ s t u m i n e n,AA Y AA N M UW K AA IH S T UW M IH N EH N
ajantasaistaminen,ɑ j ɑ n t ɑ s ɑ i̯ s t ɑ m i n e n,AA Y AA N T AA S AA IH S T AA M IH N EH N
ajanviete,ɑ j ɑ n ʋ i e̯ t eˣ,AA Y AA N IH EH T EH
ajanvietematematiikka,ɑ j ɑ n ʋ i e̯ t eˣ m ɑ t e m ɑ t iː kː ɑ,AA Y AA N IH EH T EH M AA T EH M AA T IH K AA
ajastaminen,ɑ j ɑ s t ɑ m i n e n,AA Y AA S T AA M IH N EH N
ajastin,ɑ j ɑ s t i n,AA Y AA S T IH N
ajatella,ɑ j ɑ t e lː ɑˣ,AA Y AA T EH L AA
ajatellen,ɑ j ɑ t e lː e n,AA Y AA T EH L EH N
ajateltavissa,ɑ j ɑ t e l t ɑ ʋ i sː ɑ,AA Y AA T EH L T AA IH S AA
ajatollah,ɑ j ɑ t o lː ɑ h,AA Y AA T OH L AA HH
ajaton,ɑ j ɑ t o n,AA Y AA T OH N
ajattaja,ɑ j ɑ tː ɑ j ɑ,AA Y AA T AA Y AA
ajattaminen,ɑ j ɑ tː ɑ m i n e n,AA Y AA T AA M IH N EH N
ajatteleminen,ɑ j ɑ tː e l e m i n e n,AA Y AA T EH L EH M IH N EH N
ajatteluttaminen,ɑ j ɑ tː e l u tː ɑ m i n e n,AA Y AA T EH L UW T AA M IH N EH N
ajatuksekas,ɑ j ɑ t u k s e k ɑ s,AA Y AA T UW K S EH K AA S
ajatusharha,ɑ j ɑ t u s h ɑ r h ɑ,AA Y AA T UW S HH AA R HH AA
ajatuskoe,ɑ j ɑ t u s k o eˣ,AA Y AA T UW S K OH EH
ajatusrikos,ɑ j ɑ t u s r i k o s,AA Y AA T UW S R IH K OH S
ajatusviiva,ɑ j ɑ t u s ʋ iː ʋ ɑ,AA Y AA T UW S IH AA
ajautua,ɑ j ɑ u t u ɑˣ,AA Y AA UW T UW AA
ajautuminen,ɑ j ɑ u t u m i n e n,AA Y AA UW T UW M IH N EH N
ajelehtia,ɑ j e l e h t i ɑˣ,AA Y EH L EH HH T IH AA
ajelehtiminen,ɑ j e l e h t i m i n e n,AA Y EH L EH HH T IH M IH N EH N
ajeleminen,ɑ j e l e m i n e n,AA Y EH L EH M IH N EH N
ajella,ɑ j e lː ɑˣ,AA Y EH L AA
ajelu,ɑ j e l u,AA Y EH L UW
ajelureki,ɑ j e l u r e k i,AA Y EH L UW R EH K IH
ajeluttaminen,ɑ j e l u tː ɑ m i n e n,AA Y EH L UW T AA M IH N EH N
ajettuminen,ɑ j e tː u m i n e n,AA Y EH T UW M IH N EH N
ajetuksissa,ɑ j e t u k s i sː ɑ,AA Y EH T UW K S IH S AA
ajo,ɑ j o,AA Y OH
ajoaikainen,ɑ j o ɑ i̯ k ɑ i̯ n e n,AA Y OH AA IH K AA IH N EH N
ajoeste,ɑ j o e s t eˣ,AA Y OH EH S T EH
ajoissa,ɑ j o i̯ sː ɑ,AA Y OH IH S AA
ajoittaa,ɑ j o i̯ tː ɑːˣ,AA Y OH IH T AA
ajoittaminen,ɑ j o i̯ tː ɑ m i n e n,AA Y OH IH T AA M IH N EH N
ajoittua,ɑ j o i̯ tː u ɑˣ,AA Y OH IH T UW AA
ajoittuminen,ɑ j o i̯ tː u m i n e n,AA Y OH IH T UW M IH N EH N
ajokaluseppä,ɑ j o k ɑ l u s e pː æ,AA Y OH K AA L UW S EH P
ajokaskasvi,ɑ j o k ɑ s k ɑ s ʋ i,AA Y OH K AA S K AA S IH
ajokeppi,ɑ j o k e pː i,AA Y OH K EH P IH
ajokoe,ɑ j o k o eˣ,AA Y OH K OH EH
ajokoirat,ɑ j o k o i̯ r ɑ t,AA Y OH K OH IH R AA T
ajokone,ɑ j o k o n eˣ,AA Y OH K OH N EH
ajokortti,ɑ j o k o r tː i,AA Y OH K OH R T IH
ajoluiska,ɑ j o l u i̯ s k ɑ,AA Y OH L UW IH S K AA
ajolumi,ɑ j o l u m i,AA Y OH L UW M IH
ajomies,ɑ j o m i e̯ s,AA Y OH M IH EH S
ajonaikainen,ɑ j o n ɑ i̯ k ɑ i̯ n e n,AA Y OH N AA IH K AA IH N EH N
ajoneuvotekniikka,ɑ j o n e u̯ ʋ o t e k n iː kː ɑ,AA Y OH N EH W OH T EH K N IH K AA
ajonopeus,ɑ j o n o p e u s,AA Y OH N OH P EH UW S
ajopurje,ɑ j o p u r j eˣ,AA Y OH P UW R Y EH
ajorata,ɑ j o r ɑ t ɑ,AA Y OH R AA T AA
ajoreki,ɑ j o r e k i,AA Y OH R EH K IH
ajos,ɑ j o s,AA Y OH S
ajosuorite,ɑ j o s u o̯ r i t eˣ,AA Y OH S UW OH R IH T EH
ajotunti,ɑ j o t u n t i,AA Y OH T UW N T IH
aju,ɑ j u,AA Y UW
akaa,ɑ k ɑː,AA K AA
akaalainen,ɑ k ɑː l ɑ i̯ n e n,AA K AA L AA IH N EH N
akaasia,ɑ k ɑː s i ɑ,AA K AA S IH AA
akan,ɑ k ɑ n,AA K AA N
akana,ɑ k ɑ n ɑ,AA K AA N AA
akanvirta,ɑ k ɑ n ʋ i r t ɑ,AA K AA N IH R T AA
akasia,ɑ k ɑː s i ɑ,AA K AA S IH AA
akateemikko,ɑ k ɑ t eː m i kː o,AA K AA T EH M IH K OH
akateeminen,ɑ k ɑ t eː m i n e n,AA K AA T EH M IH N EH N
aki,ɑ k i,AA K IH
akka,ɑ kː ɑ,AA K AA
akkadi,ɑ kː ɑ d i,AA K AA D IH
akkaihminen,ɑ kː ɑ i h m i n e n,AA K AA IH HH M IH N EH N
akkautua,ɑ kː ɑ u t u ɑˣ,AA K AA UW T UW AA
akkautuminen,ɑ kː ɑ u t u m i n e n,AA K AA UW T UW M IH N EH N
akklimatisoiminen,ɑ kː l i m ɑ t i s o i̯ m i n e n,AA K L IH M AA T IH S OH IH M IH N EH N
akklimatisoitua,ɑ kː l i m ɑ t i s o i̯ t u ɑ,AA K L IH M AA T IH S OH IH T UW AA
akklimatisoitua,ɑ kː l i m ɑ t i s o i̯ t u ɑˣ,AA K L IH M AA T IH S OH IH T UW AA
akklimatisoituminen,ɑ k k l i m ɑ t i s o i̯ t u m i n e n,AA K K L IH M AA T IH S OH IH T UW M IH N EH N
akkreditoiminen,ɑ kː r e d i t o i̯ m i n e n,AA K R EH D IH T OH IH M IH N EH N
akku,ɑ kː u,AA K UW
akkujännite,ɑ kː u j æ nː i t eˣ,AA K UW Y N IH T EH
akkukenno,ɑ kː u k e nː o,AA K UW K EH N OH
akkukone,ɑ kː u k o n eˣ,AA K UW K OH N EH
akkukonesetti,ɑ kː u k o n eˣ s e tː i,AA K UW K OH N EH S EH T IH
akkuna,ɑ kː u n ɑ,AA K UW N AA
akkusatiivi,ɑ kː u s ɑ t iː ʋ i,AA K UW S AA T IH IH
akkusatorinen,ɑ kː u s ɑ t o r i n e n,AA K UW S AA T OH R IH N EH N
akkuvesi,ɑ kː u ʋ e s i,AA K UW EH S IH
akkuvirta,ɑ kː u ʋ i r t ɑ,AA K UW IH R T AA
akne,ɑ k n e,AA K N EH
akoittuminen,ɑ k o i̯ tː u m i n e n,AA K OH IH T UW M IH N EH N
akromatopsia,ɑ k r o m ɑ t o p s i ɑ,AA K R OH M AA T OH P S IH AA
akrylaatti,ɑ k r y l ɑː tː i,AA K R L AA T IH
akryyli,ɑ k r yː l i,AA K R L IH
akryyliamidi,ɑ k r yː l i ɑ m i d i,AA K R L IH AA M IH D IH
akryylikuitu,ɑ k r yː l i k u i̯ t u,AA K R L IH K UW IH T UW
akryylikynsi,ɑ k r yː l i k y n s i,AA K R L IH K N S IH
akryylimaali,ɑ k r yː l i m ɑː l i,AA K R L IH M AA L IH
akseli,ɑ k s e l i,AA K S EH L IH
akselikiila,ɑ k s e l i k iː l ɑ,AA K S EH L IH K IH L AA
akselinlaskija,ɑ k s e l i n l ɑ s k i j ɑ,AA K S EH L IH N L AA S K IH Y AA
akselitaso,ɑ k s e l i t ɑ s o,AA K S EH L IH T AA S OH
akselivarmistin,ɑ k s e l i ʋ ɑ r m i s t i n,AA K S EH L IH AA R M IH S T IH N
aksentoida,ɑ k s e n t o i̯ d ɑˣ,AA K S EH N T OH IH D AA
aksentti,ɑ k s e n tː i,AA K S EH N T IH
aksidenssi,ɑ k s i d e n sː i,AA K S IH D EH N S IH
aksiomi,ɑ k s i o m i,AA K S IH OH M IH
aksiooma,ɑ k s i oː m ɑ,AA K S IH OH M AA
aksioomajärjestelmä,ɑ k s i oː m ɑ j æ r j e s t e l m æ,AA K S IH OH M AA Y R Y EH S T EH L M
aksis,ɑ k s i s,AA K S IH S
aksolotli,ɑ k s o l o t l i,AA K S OH L OH T L IH
aksoni,ɑ k s o n i,AA K S OH N IH
aksonometria,ɑ k s o n o m e t r i ɑ,AA K S OH N OH M EH T R IH AA
aksonometrinen,ɑ k s o n o m e t r i n e n,AA K S OH N OH M EH T R IH N EH N
aktiini,ɑ k t iː n i,AA K T IH N IH
aktiivat,ɑ k t iː ʋ ɑ t,AA K T IH AA T
aktiivi,ɑ k t iː ʋ i,AA K T IH IH
aktiivihiilisuodatin,ɑ k t iː ʋ i h iː l i s u o̯ d ɑ t i n,AA K T IH IH HH IH L IH S UW OH D AA T IH N
aktiivinen,ɑ k t iː ʋ i n e n,AA K T IH IH N EH N
aktiivisemmin,ɑ k t iː ʋ i s e mː i n,AA K T IH IH S EH M IH N
aktiivistua,ɑ k t iː ʋ i s t u ɑˣ,AA K T IH IH S T UW AA
aktiivistuminen,ɑ k t iː ʋ i s t u m i n e n,AA K T IH IH S T UW M IH N EH N
aktiivisuuskerroin,ɑ k t iː ʋ i s uː s k e rː o i̯ n,AA K T IH IH S UW S K EH R OH IH N
aktinium,ɑ k t i n i u m,AA K T IH N IH UW M
aktivaatio,ɑ k t i ʋ ɑː t i o,AA K T IH AA T IH OH
aktivaatiofunktio,ɑ k t i ʋ ɑː t i o f u ŋ k t i o,AA K T IH AA T IH OH F UW NG K T IH OH
aktivaatiotietue,ɑ k t i ʋ ɑː t i o t i e̯ t u eˣ,AA K T IH AA T IH OH T IH EH T UW EH
aktivoida,ɑ k t i ʋ o i̯ d ɑˣ,AA K T IH OH IH D AA
aktivointienergia,ɑ k t i ʋ o i̯ n t i e n e r ɡ i ɑ,AA K T IH OH IH N T IH EH N EH R G IH AA
aktivointitietue,ɑ k t i ʋ o i̯ n t i t i e̯ t u eˣ,AA K T IH OH IH N T IH T IH EH T UW EH
aktivoitua,ɑ k t i ʋ o i̯ t u ɑ,AA K T IH OH IH T UW AA
aktivoitua,ɑ k t i ʋ o i̯ t u ɑˣ,AA K T IH OH IH T UW AA
aktivoituminen,ɑ k t i ʋ o i̯ t u m i n e n,AA K T IH OH IH T UW M IH N EH N
aktomyosiini,ɑ k t o m y o s iː n i,AA K T OH M OH S IH N IH
aktuaalistaminen,ɑ k t u ɑː l i s t ɑ m i n e n,AA K T UW AA L IH S T AA M IH N EH N
aktuaalistua,ɑ k t u ɑː l i s t u ɑˣ,AA K T UW AA L IH S T UW AA
aktuaalistuminen,ɑ k t u ɑː l i s t u m i n e n,AA K T UW AA L IH S T UW M IH N EH N
aktualisoiminen,ɑ k t u ɑ l i s o i̯ m i n e n,AA K T UW AA L IH S OH IH M IH N EH N
aktualisoitua,ɑ k t u ɑ l i s o i̯ t u ɑ,AA K T UW AA L IH S OH IH T UW AA
